"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"
"b287942e15c6f81efa38453e96c55393"	"Unc-3866"	"[NCGC00507885]"	"Peptidic Inhibitor Of Cdyl/cbx4/cbx7"	"[Peptidic Inhibitor Of Cdyl/cbx4/cbx7, Chromodomain Y-like Protein 2 Inhibitor, E3 Sumo-protein Ligase Cbx4 Inhibitor, Chromobox Protein Homolog 7 Inhibitor, Chromodomain Y-like Protein Inhibitor]"	"CDYL2"	"[Preclinical, Unknown]"	"[CCN(CC)CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N[C@@H](CO)C(=O)OC]"	"1872382-48-3"
"b2b77cf45b400725ff2a3a4c938c5a91"	"Artemether"	"[NCGC00390188, NCGC00507748, NCGC00485106, NCGC00260984, NCGC00389516, NCGC00164591, NCGC00386152]"	"Antimalarial Agents"	"[Antimalarial Agents, Ferriprotoporphyrin Ix Interacts, Anti-malarial]"	"PfATP6"	"[Unknown, Approved]"	"[CO[C@@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3, CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3, CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C42OO3, CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@@H]4[C@@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3, CO[C@H]1O[C@@H]2O[C@@]3(C)CCC4[C@H](C)CCC([C@H]1C)[C@]42OO3, COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3, COC1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3, COC1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3, CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@@H]4[C@@H](C)CC[C@H]([C@H]1C)[C@]24OO3, CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3, COC1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H](C1C)[C@]42OO3, CO[C@H]1O[C@@H]2OC[C@@]3(C)C[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3, COC1O[C@@H]2O[C@]3(C)CCC4[C@H](C)CCC([C@H]1C)[C@]42OO3, CO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3]"	"71963-77-4"
"b2b854d33da52c121dcedf20cbbba240"	"Emetine"	"[NCGC00257951, NCGC00142477, MLS000028478, NCGC00178891, NCGC00017405, NCGC00261145, NCGC00015404, NCGC00024379, NCGC00016428, MLS001146924, NCGC00094664, NCGC00359727, NCGC00093874, NCGC00531757]"	"Antiprotozoal Agent"	"[Antiprotozoal Agent, Platelet-derived Growth Factor Inhibitor, Platelet-derived Growth Factor (pdgf) Inhibitor, Ribosomal Small Subunit Biogenesis Inhibitor]"	""	"[Withdrawn, Unknown, Approved]"	"[CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.O, CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21.Cl, [2H]C([2H])([2H])Oc1cc2c(cc1OC)[C@@H](C[C@H]1C[C@H]3c4cc(OC)c(OC)cc4CCN3C[C@@H]1CC)NCC2, CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl, CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.O, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl, CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl.Cl, CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21, CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.O, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.O, CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21]"	"316-42-7"
"b2c1a9898870a2f8f1e24b640afa3ecc"	"Mg-149"	"[NCGC00263121]"	"Histone Acetyltransferase Inhibitor"	"[Histone Acetyltransferase Inhibitor, Histone Acetyltransferase Kat5 Inhibitor]"	"KAT5"	"[Preclinical, Unknown]"	"[CCCCCCCc1ccc(CCc2cccc(O)c2C(=O)O)cc1]"	"1243583-85-8"
"b2da51f605d1d7b0d1461b08d801c0f4"	"Chlorambucil"	"[AB07944790, NCGC00015199, NCGC00258941, NCGC00256464, MLS000028443, MLS001076130, NCGC00023250]"	"Dna Alkylating Agent"	"[Dna Alkylating Agent, Dna Alkylating Drugs, Dna Damaging Drugs]"	"H2AFX"	"[Approved]"	"[O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1]"	"305-03-3"
"b2f2844ecb452f1c168ed9dfde76aab9"	"Ki-8751"	"[NCGC00167768]"	"Vascular Endothelial Growth Factor Receptor 2 Inhibitor"	"[Vascular Endothelial Growth Factor Receptor 2 Inhibitor, Vegfr-2 Inhibitor]"	"FLT1"	"[Preclinical, Unknown]"	"[COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC]"	"228559-41-9"
"b3239a9111aa99629802c6a51c9124b4"	"Unc-669"	"[NCGC00347957]"	"L3mbtl3 Methyllysine (kme) Reader Domain Inhibitor"	"[L3mbtl3 Methyllysine (kme) Reader Domain Inhibitor, Lethal(3)malignant Brain Tumor-like Protein 3 Inhibitor, Lethal(3)malignant Brain Tumor-like Protein 1 Inhibitor]"	"L3MBTL3"	"[Preclinical, Unknown]"	"[O=C(c1cncc(Br)c1)N1CCC(N2CCCC2)CC1]"	"314241-44-5"
"b324f420a4238f559b3f6ee9387e8914"	"PD-198306"	"[NCGC00167793]"	"Mitogen-activated Protein Kinase 3 Inhibitor"	"[Mitogen-activated Protein Kinase 3 Inhibitor, Erk1/2 Inhibitor, Mitogen Activated Protein Kinase 3 Inhibitor, Mitogen-activated Protein Kinase 1 Inhibitor]"	"ERK"	"[Preclinical, Unknown]"	"[Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F]"	"212631-61-3"
"b344b029461d3f9f6be71d91780b71c6"	"Pf-06282999"	"[NCGC00521070]"	"Myeloperoxidase Inhibitor"	"[Myeloperoxidase Inhibitor]"	"MPO"	"[Discontinued, Unknown]"	"[COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O]"	"1435467-37-0"
"b359c33e2807cdf1ce6f0fe12f42d9e3"	"Nicotinic acid"	"[NCGC00016268, NCGC00256537, MLS000069603, NCGC00258971, NCGC00094734]"	"Vitamin"	"[Vitamin, Hydroxycarboxylic Acid Receptor 3 Agonist, Nicotinic Acid]"	"HCAR3"	"[Approved]"	"[O=C(O)c1cccnc1]"	"59-67-6"
"b36395ec2f31abd10e41e59fbdea1e18"	"AVAGACESTAT"	"[NCGC00346504, NCGC00389336]"	"G-secretase Inhibitor"	"[G-secretase Inhibitor, Gamma-secretase Inhibitor]"	"PSN1"	"[Phase II, Discontinued]"	"[NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1, NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1]"	"1146699-66-2"
"b36ae86d11e34e620de56d466e48f5bc"	"NELARABINE"	"[NCGC00181098, NCGC00274059, MLS003915614]"	"Purine Antagonist"	"[Purine Antagonist, Adenosine Deaminase Inhibitor, Antimetabolites, Purine Biosynthesis Inhibitor, Antimetabolite]"	"HPRT1"	"[Unknown, Approved]"	"[COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O, COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O, COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O]"	"121032-29-9"
"b37d28e99a87bcc2d9af04e0da329961"	"LEVOKETOCONAZOLE"	"[NCGC00178758, MLS000069784, MLS001146934, NCGC00016907, NCGC00015577, NCGC00025000, MLS001423987, NCGC00094706, NCGC00261351, MLS000758224, NCGC00253967, NCGC00161836]"	"Aromatase Inhibitor"	"[Aromatase Inhibitor, Multidrug Resistance Protein 1 Inhibitor, Cytochrome P450 1a1 Inhibitor, Androgen Receptor Ligand, Cortisol Synthesis Inhibitor]"	"CYP19A1"	"[Phase III, Unknown, Approved]"	"[CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1, CC(=O)N1CCN(c2ccc(OCC3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1]"	"65277-42-1"
"b3a54d1cc07ca3e37a7684a6d73aee13"	"Tropisetron"	"[MLS001148140, NCGC00390718, NCGC00261938, NCGC00038981, NCGC00015984, MLS000055682, MLS001401385, NCGC00161414, NCGC00094493, NCGC00162379]"	"5-ht3 Antagonists"	"[5-ht3 Antagonists]"	"HTR3A"	"[Unknown, Approved]"	"[CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2, CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.Cl, CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2, CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2, CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2.Cl, CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2]"	"89565-68-4"
"b3a8de18e70861ad5bfa007c68674543"	"NBI-74330"	"[NCGC00378793, NCGC00379149]"	"Chemokine Cxcr3 Receptor Antagonist"	"[Chemokine Cxcr3 Receptor Antagonist, C-x-c Chemokine Receptor Type 3 Antagonist]"	"CXCR3"	"[Preclinical, Unknown]"	"[CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1, CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1]"	"473722-68-8"
"b3d6a50215f1e65f003bd007bedbbe8d"	"icrf-193"	"[NCGC00346949, NCGC00163454]"	"Dna Topoisomerase Ii Inhibitor"	"[Dna Topoisomerase Ii Inhibitor, Dna Topoisomerase Ii Inhibitors]"	"TOP2A"	"[Preclinical, Unknown]"	"[CC(C(C)N1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1, C[C@@H]([C@@H](C)N1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1]"	""
"b4161acda49fc2d33a14472681cda71b"	"2-iminobiotin"	"[NCGC00346835]"	"Nos-2 Inhibitor"	"[Nos-2 Inhibitor, Nitric Oxide Synthase, Inducible Inhibitor, Nitric Oxide Sythase, Brain Inhibitor, Inducible Nitric Oxide Synthase (nos-2) Inhibitors]"	"NOS2"	"[Phase II, Unknown]"	"[N=C1N[C@@H]2[C@H](CCCCC(=O)O)SC[C@@H]2N1, N=C1N[C@@H]2CS[C@H](CCCCC(=O)O)[C@@H]2N1]"	"13395-35-2"
"b41eaacfe485178856667e1f93ce650f"	"KU-60019"	"[NCGC00229735, NCGC00389272]"	"Serine-protein Kinase Atm Inhibitor"	"[Serine-protein Kinase Atm Inhibitor, Atm Kinase Inhibitor]"	"ATM"	"[Preclinical, Unknown]"	"[C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1, CC1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC(C)O1]"	"925701-46-8"
"b42feb5413b4823e3cf1a02aa9b8bcae"	"Akt-i-1,2"	"[NCGC00345823]"	"Akt Serine/threonine Kinase 2 Inhibitor"	"[Akt Serine/threonine Kinase 2 Inhibitor, Akt Inhibitor, Akt Serine/threonine Kinase 1 Inhibitor, Akt1/2 Inhibitor, Pkb Alpha/beta Inhibitor]"	"AKT1"	"[Preclinical, Unknown]"	"[CC(C)(N)c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1]"	"473382-50-2"
"b4388e2a37af20275fcfb7a66bf11a51"	"Baicalein"	"[NCGC00178204, NCGC00017236, MLS002473007, NCGC00025282]"	"Cyp2c9 Inhibitor"	"[Cyp2c9 Inhibitor, Androgen Receptor Expression Inhibitor, Drugs Targeting On Quorum Sensing Signaling, 15-lipoxygenase Inhibitor, 12-lipoxygenase Inhibitor, Dual Specificity Protein Phosphatase 3 Inhibitor, Viral Reverse Transcriptase (hiv) Inhibitor, Protein Tyrosine Phosphatase Inhibitor]"	"CYP2C9"	"[Preclinical, Unknown]"	"[O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12]"	"491-67-8"
"b44eec34bf86f65db8ae74f37df29c2d"	"Epz015666"	"[NCGC00481541, NCGC00386436, NCGC00420889]"	"Prmt5 Inhibitor"	"[Prmt5 Inhibitor, Protein Arginine N-methyltransferase 5 Inhibitor]"	"PRMT5"	"[Preclinical, Unknown]"	"[O=C(NCC(O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1, O=C(NC[C@@H](O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1, O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1]"	"1616391-65-1"
"b4584014a0a5ff7f31b6205e526b95ee"	"Secnidazole"	"[MLS000759496, MLS001424126, MLS001201813, MLS000559043, NCGC00095158]"	"Antiprotozoal Agent"	"[Antiprotozoal Agent, Bacterial Dna Replication Inhibitor]"	""	"[Approved]"	"[Cc1ncc([N+](=O)[O-])n1CC(C)O]"	"3366-95-8"
"b46849f16d569069399dbc8825065699"	"As-703026"	"[NCGC00346530, NCGC00387837]"	"Mek 1/2 Inhibitor"	"[Mek 1/2 Inhibitor, Dual Specificity Mitogen-activated Protein Kinase Kinase 1 Inhibitor, Dual Specificity Mitogen-activated Protein Kinase Kinase 2 Inhibitor]"	"MAP2K1"	"[Phase II, Phase I/II]"	"[O=C(NCC(O)CO)c1ccncc1Nc1ccc(I)cc1F, O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F]"	"1236699-92-5"
"b4a68c713810d6aa598261ddcb5bb5d5"	"Amprenavir"	"[NCGC00389389, NCGC00159461]"	"Hiv Protease Inhibitors"	"[Hiv Protease Inhibitors]"	""	"[Withdrawn, Unknown, Approved]"	"[CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1, CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1, CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1, CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1]"	"161814-49-9"
"b4bb1033826dc6ea682392cbc87de269"	"NSC-23766"	"[NCGC00092318]"	"Rac1-gef Inhibitor"	"[Rac1-gef Inhibitor, Rac1 Gtpase Inhibitor]"	"RAC1"	"[Preclinical, Unknown]"	"[CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1.Cl, CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1, CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1.Cl.Cl.Cl]"	"733767-34-5"
"b4e6f023359947dda22933e334193bb2"	"pf-04979064"	"[NCGC00387037]"	"Mtor Inhibitor"	"[Mtor Inhibitor, Phosphatidylinositol 3-kinase Alpha Isoform Inhibitor, Serine/threonine-protein Kinase Mtor Inhibitor]"	"PIK3CA"	"[Preclinical, Unknown]"	"[Cc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)[C@H](C)O)CC2)c(=O)n4C)cn1]"	"1220699-06-8"
"b5297e9ef57826078be3e3b052a6be18"	"AKT inhibitor VIII"	"[MLS003509084, NCGC00165727]"	"Akt Inhibitor"	"[Akt Inhibitor, Akt 1/2 Inhibitor, Akt Serine/threonine Kinase 1 Inhibitor, Akt Serine/threonine Kinase 2 Inhibitor]"	"AKT1"	"[Preclinical, Unknown]"	"[O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1, O.O=C(O)C(F)(F)F.O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5nc[nH]c5cc4nc3-c3ccccc3)cc2)CC1, O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5nc[nH]c5cc4nc3-c3ccccc3)cc2)CC1]"	"612847-09-3"
"b533b0355e2da18c8ad72b8fb0fc826c"	"Ginkgolide A"	"[NCGC00262547, NCGC00163560, MLS000563449, NCGC00385074, NCGC00142512, NCGC00161613, NCGC00386183, MLS001216228, NCGC00379084, NCGC00346666, NCGC00017329, NCGC00016713, NCGC00482793, MLS002153814, NCGC00179543]"	"Gaba(a) Receptor Antagonist"	"[Gaba(a) Receptor Antagonist, Gaba(a) Receptor Antagonists, Beta-amyloid Protein Neurotoxicity Inhibitor, Glycine Receptor Antagonist]"	"APP"	"[Preclinical, Unknown]"	"[C[C@@H]1C(=O)O[C@@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36C(OC(=O)[C@H]6O)O[C@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36C(OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36[C@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)OC2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36C(O)C(=O)O[C@H]6O[C@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@@H]2C[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@]21O, CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O, C[C@@H]1C(=O)O[C@H]2C[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@H](O)C(=O)O[C@H]6O[C@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2C[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O]"	"15291-75-5"
"b53f2f196cab4dacb3bec260f75f6dbf"	"RIDAFOROLIMUS"	"[NCGC00485980, NCGC00390322, NCGC00346481]"	"Mtor Inhibitor"	"[Mtor Inhibitor, Serine/threonine-protein Kinase Mtor Inhibitor, Serine/threonine Kinase Inhibitor]"	"MTOR"	"[Phase III, Discontinued]"	"[COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C, CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C, CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C]"	"572924-54-0"
"b548e6bf38508771f6d04faaa8511994"	"SB-415286"	"[MLS002172454, NCGC00025233, MLS001074895, NCGC00015950, NCGC00261166]"	"Gsk-3 Inhibitor"	"[Gsk-3 Inhibitor, Gsk-3 Beta Inhibitor, Glycogen Synthase Kinase 3 Beta Inhibitor]"	"GSK3B"	"[Preclinical, Unknown]"	"[O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1]"	"264218-23-7"
"b55e636bbe4ebc55d4cdfccf7419a113"	"Takeda-6d"	"[NCGC00345858]"	"Serine/threonine-protein Kinase B-raf Inhibitor"	"[Serine/threonine-protein Kinase B-raf Inhibitor, Vegfr-2 Inhibitor, Vascular Endothelial Growth Factor Receptor 2 Inhibitor, Vegfr-2 (flk-1/kdr) Inhibitors, Raf Inhibitor]"	"BRAF"	"[Preclinical, Unknown]"	"[N#CC1(c2cccc(C(=O)Nc3cc(Oc4ccc5nc(NC(=O)C6CC6)sc5n4)ccc3F)c2Cl)CC1]"	"1125632-93-0"
"b5665238e68e766cce240e1231dbb1a7"	"Uridine"	"[NCGC00142368, NCGC00263514, NCGC00017312, MLS000069625]"	"Anti-anxiety Drug"	"[Anti-anxiety Drug, Pyrimidine Antagonist]"	"TYMS"	"[Phase II, Unknown, Approved]"	"[O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1, O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1, O=c1ccn(C2O[C@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1, O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1, O=c1ccn([C@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1, O=c1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1]"	"58-96-8"
"b57da6a2a0dc79ebe23f65c03acd05d2"	"FEDRATINIB"	"[NCGC00244252]"	"Multi-kinase"	"[Multi-kinase, Tyrosine-protein Kinase Jak2 Inhibitor, Jak2 Inhibitor, Receptor-type Tyrosine-protein Kinase Flt3 Inbitor, Jak2]"	"JAK2"	"[Phase III, Phase II]"	"[Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1]"	"936091-26-8"
"b5bfaa15d9ad8492bdf2443292704750"	"Pramiracetam"	"[NCGC00346668]"	"Neuroprotective Drug"	"[Neuroprotective Drug]"	""	"[Unknown, Approved]"	"[CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C.O=S(=O)(O)O, CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C, CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C.Cl]"	"68497-62-1"
"b5cb6d7b9cc78ab1acd1cbbe5167f407"	"Tg-89"	"[NCGC00345845]"	"Tyrosine-protein Kinase Jak2 Inhibitor"	"[Tyrosine-protein Kinase Jak2 Inhibitor, Jak2 Inhibitor]"	"JAK2"	"[Preclinical]"	"[Cc1cnc(Nc2cccc(CN3CCOCC3)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1]"	"936091-56-4"
