"stripped_cell_line_name"	"CCLE_Name"	"Alias"	"COSMICID"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"primary_disease"	"Subtype"	"age"	"Sanger_Model_ID"	"depmap_public_comments"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"depmap_id"	"cdb.name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"EMT"	"NAPY"	"TNBC"
"SLR24"	"SLR24_KIDNEY"	""	NA	"Unknown"	"Academic lab"	2	-4.0722396	"Adherent"	"RPMI + 10% FBS"	"7.7"	"CVCL_V610"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"kidney"	"renal_cell_carcinoma"	""	""	"ACH-000272"	"SLR 24"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SLR26"	"SLR26_KIDNEY"	""	NA	"Unknown"	"Academic lab"	2	-3.3696298	"Adherent"	"RPMI + 10% FBS"	"16.6"	"CVCL_V612"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"kidney"	"renal_cell_carcinoma"	""	""	"ACH-000600"	"SLR 26"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"Mesenchymal"	NA	NA
"SMSCTR"	"SMSCTR_SOFT_TISSUE"	""	NA	"Male"	"Academic lab"	2	-3.8770005	"Adherent"	"DMEM + 10% FBS"	"38.2"	"CVCL_A770"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	1	""	""	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"ACH-001196"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMZ1"	"SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"SMZ-1"	NA	"Male"	"Academic lab"	3	-2.7609343	"Suspension"	"RPMI + 10% FBS"	"24"	"CVCL_RL84"	"ascites"	""	"Lymphoma"	""	NA	""	""	"lymphocyte"	"lymphoma_unspecified"	""	""	"ACH-001197"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNB75"	"SNB75_CENTRAL_NERVOUS_SYSTEM"	""	905982	"Female"	"Academic lab"	2	-3.7586565	"Adherent"	"RPMI + 5% FBS"	"32.3"	"CVCL_1706"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioma"	NA	"SIDM00095"	""	"central_nervous_system"	"glioma"	""	""	"ACH-000504"	"SNB75"	"Brain_CNS"	"Brain_CNS"	NA	NA	NA	NA	NA	NA
"SNGM"	"SNGM_ENDOMETRIUM"	""	909735	"Female"	"HSRRB"	2	-3.4898687	"Adherent"	"F12 + 20% FBS"	"9.8"	"CVCL_1707"	"lymph_node"	"Metastasis"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	52	"SIDM00373"	""	"uterus"	"endometrial_adenocarcinoma"	""	""	"ACH-000974"	"SNG-M"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU1"	"SNU1_STOMACH"	""	908444	"Male"	"ATCC"	2	-4.3560968	"Suspension"	"RPMI + 10% FBS"	"14.6"	"CVCL_0099"	"stomach"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	44	"SIDM01146"	""	"gastric"	"gastric_adenocarcinoma"	""	""	"ACH-000932"	"SNU-1"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU1033"	"SNU1033_LARGE_INTESTINE"	""	NA	"Female"	"KCLB"	2	-2.9160329	"Adherent"	"RPMI + 10% FBS"	"32.5"	"CVCL_5002"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	45	"SIDM00192"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000286"	"SNU-1033"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"Epithelial"	NA	NA
"SNU1041"	"SNU1041_UPPER_AERODIGESTIVE_TRACT"	""	NA	"Male"	"KCLB"	2	-4.8316349	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"55.7"	"CVCL_L085"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, hypopharyngeal"	NA	"SIDM00173"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"hypopharyngeal"	""	"ACH-000618"	"SNU-1041"	"upper_aerodigestive_tract: carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"SNU1066"	"SNU1066_UPPER_AERODIGESTIVE_TRACT"	""	NA	"Male"	"KCLB"	2	-4.553418	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"14.8"	"CVCL_5005"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	62	"SIDM00170"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"ACH-000682"	"SNU-1066"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"SNU1076"	"SNU1076_UPPER_AERODIGESTIVE_TRACT"	""	NA	"Male"	"KCLB"	2	-3.2217943	""	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"15"	"CVCL_5006"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, laryngeal"	60	"SIDM00168"	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"laryngeal"	""	"ACH-000549"	"SNU-1076"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial"	NA	NA
"SNU1077"	"SNU1077_ENDOMETRIUM"	""	NA	"Female"	"KCLB"	2	-4.9576991	"Adherent"	"RPMI + 10% FBS"	"13.2"	"CVCL_5007"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Mullerian Carcinoma"	60	"SIDM00166"	""	"uterus"	"mullerian_carcinoma"	""	""	"ACH-000302"	"SNU-1077"	"endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour"	"Uterus"	"Endometrial carcinoma"	"Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)"	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU1079"	"SNU1079_BILIARY_TRACT"	""	NA	"Male"	"KCLB"	2	-2.4977078	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"25.7"	"CVCL_5008"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	"SIDM00164"	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-000209"	"SNU-1079"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU1105"	"SNU1105_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Male"	"KCLB"	2	-3.5602005	"Adherent"	"RPMI + 10% FBS"	"27.4"	"CVCL_5010"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	61	""	""	"central_nervous_system"	"glioma"	"glioblastoma"	""	"ACH-000368"	"SNU-1105"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"SNU1196"	"SNU1196_BILIARY_TRACT"	""	NA	"Unknown"	"KCLB"	1	-3.4507862	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"17.1"	"CVCL_5015"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	NA	"SIDM00163"	""	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"ACH-000461"	"SNU-1196"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"SNU1544"	"SNU1544_LARGE_INTESTINE"	""	NA	"Female"	"KCLB"	2	-2.3208087	"Adherent"	"RPMI + 10% FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate + 100units/ml Pen-Strep"	"38"	""	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	38	""	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-001786"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNU16"	"SNU16_STOMACH"	""	908446	"Female"	"ATCC"	1	-1.0627053	""	"RPMI + 10% FBS"	"42.3"	"CVCL_0076"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	33	"SIDM01145"	""	"gastric"	"gastric_adenocarcinoma"	""	""	"ACH-000581"	"SNU-16"	"stomach: undifferentiated_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"Epithelial"	NA	NA
"SNU182"	"SNU182_LIVER"	""	1240216	"Male"	"ATCC"	2	-3.7145493	"Adherent"	"RPMI + 10% FBS"	"36.6"	"CVCL_0090"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	24	"SIDM01151"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000483"	"SNU-182"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU201"	"SNU201_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Male"	"KCLB"	2	-4.5007862	"Adherent"	"RPMI + 10% FBS"	"22.7"	"CVCL_5033"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	58	"SIDM00158"	""	"central_nervous_system"	"glioma"	"glioblastoma"	""	"ACH-000623"	"SNU-201"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"SNU213"	"SNU213_PANCREAS"	""	NA	"Male"	"KCLB"	4	-5.2167238	"Adherent"	"RPMI + 10% FBS + 2mM L-glutamine"	"14.2"	"CVCL_5034"	"pancreas"	""	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	65	""	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000266"	"SNU-213"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"Epithelial"	NA	NA
"SNU216"	"SNU216_STOMACH"	""	NA	"Female"	"KCLB"	2	-2.6692099	"Adherent"	"RPMI + 10% FBS"	"26.7"	"CVCL_3946"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, tubular"	46	""	""	"gastric"	"gastric_adenocarcinoma"	"tubular"	""	"ACH-000466"	"SNU-216"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"Epithelial"	NA	NA
"SNU308"	"SNU308_BILIARY_TRACT"	""	NA	"Unknown"	"KCLB"	3	-3.5059862	"Adherent"	"RPMI + 10% FBS + Sodium bicarbonate"	"18.6"	"CVCL_5048"	"biliary_tract"	""	"Gallbladder Cancer"	"Adenocarcinoma"	NA	"SIDM00161"	""	"bile_duct"	"gallbladder_adenocarcinoma"	""	""	"ACH-000141"	"SNU-308"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"SNU349"	"SNU349_KIDNEY"	""	NA	"Male"	"KCLB"	2	-3.1149157	"Adherent"	"RPMI + 10% FBS"	"26.8"	"CVCL_5054"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Carcinoma, clear cell"	68	""	""	"kidney"	"renal_cell_carcinoma"	"clear_cell"	""	"ACH-000907"	"SNU-349"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"Mesenchymal"	NA	NA
"SNU387"	"SNU387_LIVER"	""	909736	"Female"	"ATCC"	2	-3.9666202	"Adherent"	"RPMI + 10% FBS"	"6"	"CVCL_0250"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	41	"SIDM01180"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000478"	"SNU-387"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"SNU398"	"SNU398_LIVER"	""	1240217	"Male"	"ATCC"	2	-3.8267682	"Adherent"	"RPMI + 10% FBS"	"41.3"	"CVCL_0077"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	42	"SIDM01181"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000221"	"SNU-398"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"SNU410"	"SNU410_PANCREAS"	""	NA	"Male"	"KCLB"	3	-5.7340314	"Adherent"	"RPMI + 10% FBS"	"18.6"	"CVCL_5059"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	53	""	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000517"	"SNU-410"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU423"	"SNU423_LIVER"	""	909737	"Male"	"ATCC"	1	-3.240855	"Adherent"	"RPMI + 10% FBS"	"16.7"	"CVCL_0366"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	40	"SIDM01199"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000493"	"SNU-423"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"SNU449"	"SNU449_LIVER"	""	909738	"Male"	"ATCC"	2	-3.5925321	"Adherent"	"RPMI + 10% FBS"	"10.8"	"CVCL_0454"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	52	"SIDM01194"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000420"	"SNU-449"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU46"	"SNU46_UPPER_AERODIGESTIVE_TRACT"	""	NA	"Male"	"KCLB"	2	-1.4079743	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"49.7"	"CVCL_5063"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, laryngeal"	66	""	""	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"laryngeal"	""	"ACH-000500"	"SNU-46"	"upper_aerodigestive_tract: squamous_cell_carcinoma"	"Head_Neck"	NA	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU475"	"SNU475_LIVER"	""	909739	"Male"	"ATCC"	2	-4.7705364	"Adherent"	"RPMI + 10% FBS"	"11.8"	"CVCL_0497"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	43	"SIDM01196"	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000422"	"SNU-475"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"SNU478"	"SNU478_BILIARY_TRACT"	""	NA	"Unknown"	"KCLB"	2	-3.5025779	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"19.6"	"CVCL_5065"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	NA	"SIDM00160"	""	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"ACH-000377"	"SNU-478"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"SNU503"	"SNU503_LARGE_INTESTINE"	""	NA	"Male"	"KCLB"	3	-4.2969639	"Adherent"	"RPMI + 10% FBS"	"22.8"	"CVCL_5071"	"abdomen"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	52	"SIDM00497"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000683"	"SNU-503"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"Epithelial"	NA	NA
"SNU601"	"SNU601_STOMACH"	""	NA	"Male"	"KCLB"	2	-3.5587805	"Adherent"	"RPMI + 10% FBS"	"7.7"	"CVCL_0101"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, signet ring cell"	34	""	""	"gastric"	"gastric_adenocarcinoma"	"signet_ring_cell"	""	"ACH-000736"	"SNU-601"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"Epithelial"	NA	NA
"SNU626"	"SNU626_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Male"	"KCLB"	1	-1.6035344	"Adherent"	"RPMI + 10% FBS"	"45.6"	"CVCL_5080"	"central_nervous_system"	""	"Brain Cancer"	"Glioblastoma"	65	""	""	"central_nervous_system"	"glioma"	"glioblastoma"	""	"ACH-000370"	"SNU-626"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"SNU638"	"SNU638_STOMACH"	""	NA	"Male"	"KCLB"	2	-5.4248803	"Adherent"	"RPMI + 10% FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate + 100units/ml Pen-Strep"	"3.9"	"CVCL_0102"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	48	""	""	"gastric"	"gastric_adenocarcinoma"	""	""	"ACH-001664"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SNU668"	"SNU668_STOMACH"	""	NA	"Male"	"KCLB"	1	-3.3451874	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"59.9"	"CVCL_5081"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	63	""	""	"gastric"	"gastric_adenocarcinoma"	"diffuse_gastric"	""	"ACH-000344"	"SNU-668"	"stomach: signet_ring_adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	"Stomach Adenocarcinoma (STAD)"	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU685"	"SNU685_ENDOMETRIUM"	""	NA	"Female"	"KCLB"	2	-4.1751251	"Adherent"	"RPMI + 10% FBS"	"15.9"	"CVCL_5083"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Malignant Mixed Mullerian Tumor (MMMT)"	70	"SIDM00165"	""	"uterus"	"MMMT"	""	""	"ACH-000407"	"SNU-685"	"endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour"	"Uterus"	"Endometrial carcinoma"	"Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)"	NA	"Mesenchymal"	NA	NA
"SNU719"	"SNU719_STOMACH"	""	NA	"Male"	"KCLB"	2	-3.4739189	"Mixed adherent and suspension"	"RPMI + 10% FBS + 2mM L-glutamine"	"20"	"CVCL_5086"	"stomach"	"Primary"	"Gastric Cancer"	"Adenocarcinoma, tubular"	53	""	""	"gastric"	"gastric_adenocarcinoma"	"tubular"	""	"ACH-000898"	"SNU-719"	"stomach: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"Epithelial"	NA	NA
"SNU738"	"SNU738_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Male"	"KCLB"	2	-3.6244083	"Adherent"	"RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"59.3"	"CVCL_5087"	"central_nervous_system"	""	"Brain Cancer"	"Oligodendroglioma"	40	""	""	"central_nervous_system"	"glioma"	"oligodendroglioma"	""	"ACH-000807"	"SNU-738"	"central_nervous_system: oligodendroglioma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Oligodendroglioma (ODG)"	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU761"	"SNU761_LIVER"	""	NA	"Male"	"KCLB"	1	-5.2525045	"Adherent"	"RPMI + 10% FBS"	"10.9"	"CVCL_5089"	"liver"	""	"Liver Cancer"	"Hepatocellular Carcinoma"	49	""	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000537"	"SNU-761"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SNU8"	"SNU8_OVARY"	""	NA	"Female"	"KCLB"	3	-4.7050337	"Adherent"	"RPMI + 10% FBS"	"13.1"	"CVCL_5096"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	55	""	""	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"ACH-000460"	"SNU-8"	"ovary: adenocarcinoma"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	NA	NA	"Epithelial"	NA	NA
"SNU840"	"SNU840_OVARY"	""	NA	"Female"	"KCLB"	3	-2.4787429	"Adherent"	"RPMI + 10% FBS"	"45.9"	"CVCL_5100"	"ovary"	"Primary"	"Ovarian Cancer"	"Carcinoma, brenner"	45	""	""	"ovary"	"brenner_tumor"	""	""	"ACH-000280"	"SNU-840"	"ovary: Brenner_tumour"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	"Brenner Tumor (BTOV)"	NA	"Epithelial"	NA	NA
"SNU869"	"SNU869_BILIARY_TRACT"	""	NA	"Unknown"	"KCLB"	1	-5.8723434	"Mixed adherent and suspension"	"RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"9.2"	"CVCL_5101"	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	NA	"SIDM00159"	""	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"ACH-000182"	"SNU-869"	"biliary_tract: carcinoma"	"Biliary_Tract"	NA	NA	NA	"Epithelial"	NA	NA
"SNU886"	"SNU886_LIVER"	""	NA	"Male"	"KCLB"	2	-4.1835376	"Adherent"	"RPMI + 10% FBS"	"17"	"CVCL_5103"	"liver"	""	"Liver Cancer"	"Hepatocellular Carcinoma"	57	""	""	"liver"	"hepatocellular_carcinoma"	""	""	"ACH-000316"	"SNU-886"	"liver: hepatocellular_carcinoma"	"Liver"	"Hepatocellular Carcinoma (HCC)"	NA	NA	"Mesenchymal"	NA	NA
"SNUC4"	"SNUC4_LARGE_INTESTINE"	""	NA	"Male"	"KCLB"	2	-4.1119999	"Suspension"	"RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate"	"43"	"CVCL_5111"	"large_intestine"	""	"Colon/Colorectal Cancer"	"Adenocarcinoma"	35	"SIDM00500"	""	"colorectal"	"colorectal_adenocarcinoma"	""	"MSI"	"ACH-000959"	"SNU-C4"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SSP25"	"SSP25_BILIARY_TRACT"	""	NA	"Female"	"Academic lab"	2	-5.7356413	"Adherent"	"RPMI + 10% FBS"	"5.7"	""	"biliary_tract"	""	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	"SIDM00275"	""	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"ACH-001858"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SU8686"	"SU8686_PANCREAS"	""	1240218	"Female"	"ATCC"	1	-3.9705134	"Adherent"	"RPMI + 10% FBS"	"10.2"	"CVCL_3881"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	57	"SIDM01188"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000114"	"SU.86.86"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial"	NA	NA
"SUDHL10"	"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	1331033	"Male"	"DSMZ"	2	-3.6309107	"Suspension"	"RPMI + 20% FBS"	"55"	"CVCL_1889"	"pleural_effusion"	"Metastasis"	"Lymphoma"	"Diffuse Large B-cell Lymphoma (DLBCL)"	25	"SIDM00389"	""	"lymphocyte"	"non_hodgkin_lymphoma"	"DLBCL"	""	"ACH-000271"	"SU-DHL-10"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	NA	NA	NA
"SUDHL4"	"SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	1331035	"Male"	"DSMZ"	2	-3.5927024	"Suspension"	"RPMI + 20% FBS"	"26.9"	"CVCL_0539"	"pleural_effusion"	"Metastasis"	"Lymphoma"	"Diffuse Large B-cell Lymphoma (DLBCL)"	38	"SIDM00405"	""	"lymphocyte"	"non_hodgkin_lymphoma"	"DLBCL"	""	"ACH-000365"	"SU-DHL-4"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	NA	NA	NA
"SUIT2"	"SUIT2_PANCREAS"	""	1240219	"Male"	"HSRRB"	2	-3.3130061	"Adherent"	"RPMI + 10% FBS"	"24.6"	"CVCL_3172"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	73	"SIDM00371"	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000652"	"SUIT-2"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SUM149PT"	"SUM149PT_BREAST"	""	NA	"Female"	"Asterand"	1	-2.87279	"Adherent"	"F12 + 5% FBS + Insulin + HEPES + Hydrocortisone"	"37.7"	"CVCL_3422"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	NA	""	""	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-001390"	NA	NA	NA	NA	NA	NA	NA	NA	NA
