,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
317,907072,HuO9,HuO9,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,HuO9,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
318,907073,HuTu-80,HUTU-80,Y,Y,Y,Y,Y,digestive_system,digestive_system_other,,MSS/MSI-L,D/F12,Adherent,HUTU-80,NA,Other,NA,NA,NA,Mesenchymal,NA,NA,
319,907169,IGR-1,IGR-1,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,IGR-1,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
320,907170,IMR-5,IMR-5,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,IMR-5,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
321,907171,IPC-298,IPC-298,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,IPC-298,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
322,907172,IST-MEL1,IST-MEL1,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,IST-MEL1,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
323,907173,IST-MES1,IST-MES1,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent,IST-MES1,NA,Mesothelium,Mesothelioma (MESO),NA,NA,Mesenchymal,NA,NA,
324,907175,JAR,JAR,Y,Y,Y,Y,Y,urogenital_system,urogenital_system_other,,MSS/MSI-L,R,Adherent,JAR,NA,Other,NA,NA,NA,Epithelial,NA,NA,
325,907176,JEG-3,JEG-3,Y,Y,Y,Y,Y,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent,JEG-3,NA,Other,NA,NA,NA,Epithelial,NA,NA,
326,907268,JiyoyeP-2003,JiyoyeP-2003,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,JiyoyeP-2003,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
327,907269,JVM-2,JVM-2,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,JVM-2,LCLL,Lymph,NA,NA,NA,NA,NA,NA,
328,907270,JVM-3,JVM-3,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,JVM-3,LCLL,Lymph,NA,NA,NA,NA,NA,NA,
329,907271,KALS-1,KALS-1,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,KALS-1,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
330,907272,KARPAS-45,KARPAS-45,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,KARPAS-45,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
331,907273,KARPAS-299,KARPAS-299,Y,Y,Y,Y,Y,lymphoma,anaplastic_large_cell_lymphoma,,MSS/MSI-L,R,Suspension,KARPAS-299,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),T-Cell and Natural Killer Lymphoma (TNKL),Anaplastic Large Cell Lymphoma (ALCL),NA,NA,NA,
332,907274,KARPAS-422,KARPAS-422,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,KARPAS-422,DLBC,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Diffuse Large B-Cell Lymphoma (DLBCL),NA,NA,NA,
333,907275,KASUMI-1,KASUMI-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,KASUMI-1,NA,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
334,907276,KATOIII,KATOIII,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Semi-Adherent,KATOIII,OTHER,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
335,907277,KE-37,KE-37,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,KE-37,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
336,907278,KG-1,KG-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,KG-1,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
337,907279,KINGS-1,KINGS-1,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,KINGS-1,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
338,907280,KMOE-2,KMOE-2,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,KMOE-2,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
339,907281,KMS-12-BM,KMS-12-BM,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,KMS-12-BM,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
340,907282,KNS-42,KNS-42,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,KNS-42,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
341,907285,HuP-T3,HuP-T3,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,HuP-T3,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
342,907286,HuP-T4,HuP-T4,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,HuP-T4,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
343,907287,HT55,HT55,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,HT55,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
344,907289,HT-115,HT-115,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,HT-115,COREAD,Bowel,NA,NA,NA,Epithelial,NA,NA,
345,907290,H-EMC-SS,H-EMC-SS,Y,Y,Y,Y,Y,bone,chondrosarcoma,,MSS/MSI-L,D/F12,Adherent,H-EMC-SS,NA,Other,NA,NA,NA,Mesenchymal,NA,NA,
346,907291,GP5d,GP5d,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,GP5d,NA,Bowel,NA,NA,NA,Epithelial,NA,NA,
347,907295,DMS-53,DMS-53,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,DMS-53,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,NEUROD1,NA,
348,907298,G-402,G-402,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent,G-402,NA,Kidney,NA,NA,NA,Mesenchymal,NA,NA,
349,907299,G-401,G-401,Y,Y,Y,Y,Y,kidney,kidney,,MSS/MSI-L,R,Adherent,G-401,OTHER,Kidney,NA,NA,NA,Mesenchymal,NA,NA,
350,907300,KY821,KY821,Y,Y,Y,Y,Y,leukemia,leukemia,LAML,MSS/MSI-L,R,Suspension,KY821,NA,Blood,NA,NA,NA,NA,NA,NA,
351,907311,KU812,KU812,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,KU812,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
352,907312,KU-19-19,KU-19-19,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent,KU-19-19,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
353,907313,KS-1,KS-1,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,KS-1,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
354,907314,KP-N-YN,KP-N-YN,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,KP-N-YN,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
355,907317,KYSE-150,KYSE-150,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-150,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
356,907318,KYSE-180,KYSE-180,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-180,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
357,907319,KYSE-270,KYSE-270,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-270,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
358,907320,KYSE-450,KYSE-450,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-450,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
359,907321,KYSE-510,KYSE-510,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,KYSE-510,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
360,907322,L-428,L-428,Y,Y,Y,Y,Y,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,L-428,NA,Lymph,Hodgkin's Lymphoma (HL),NA,NA,NA,NA,NA,
361,907323,L-540,L-540,Y,Y,Y,Y,Y,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,L-540,NA,Lymph,Hodgkin's Lymphoma (HL),NA,NA,NA,NA,NA,
362,907783,LAMA-84,LAMA-84,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,LAMA-84,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
363,907786,LC-2-ad,LC-2-ad,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,LC-2-ad,LUAD,Lung,NA,NA,NA,Epithelial,NA,NA,
364,907787,LC4-1,LC4-1,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,LC4-1,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
365,907788,LNCaP-Clone-FGC,LNCaP-Clone-FGC,Y,Y,Y,Y,Y,urogenital_system,prostate,PRAD,MSI-H,R,Adherent,LNCaP-Clone-FGC,PRAD,Prostate,NA,NA,NA,Epithelial,NA,NA,
366,907789,LOUCY,LOUCY,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,LOUCY,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
367,907790,LoVo,LoVo,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,LoVo,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
368,907791,LP-1,LP-1,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,D/F12,Suspension,LP-1,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
369,907792,LS-123,LS-123,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,LS-123,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
370,907794,LS-411N,LS-411N,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,LS-411N,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
371,907795,LS-513,LS-513,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,LS-513,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
372,907796,LU-99A,LU-99A,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,LU-99A,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
373,907799,MC116,MC116,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,MC116,NA,Blood,NA,NA,NA,NA,NA,NA,
374,908118,MC-IXC,MC-IXC,Y,Y,N,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,MC-IXC,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,NA,NA,NA,
375,908120,MDA-MB-175-VII,MDA-MB-175-VII,Y,Y,N,N,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-175-VII,BRCA,Breast,Invasive Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,NA,NA,NA,
376,908121,MDA-MB-361,MDA-MB-361,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-361,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
377,908122,MDA-MB-453,MDA-MB-453,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-453,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,Breast Triple Negative,
378,908123,MDA-MB-468,MDA-MB-468,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,MDA-MB-468,NA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,Breast Triple Negative,
379,908124,MEL-HO,MEL-HO,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,MEL-HO,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
380,908125,MEL-JUSO,MEL-JUSO,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,MEL-JUSO,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
381,908126,MEG-01,MEG-01,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,MEG-01,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
382,908127,MES-SA,MES-SA,Y,Y,Y,Y,Y,urogenital_system,uterus,,MSS/MSI-L,R,Adherent,MES-SA,NA,Soft_Tissue,sarcoma,NA,NA,Mesenchymal,NA,NA,
383,908128,Mewo,Mewo,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Mewo,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
384,908129,MFE-280,MFE-280,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent,MFE-280,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial,NA,NA,
385,908130,MFE-296,MFE-296,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,MFE-296,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Mesenchymal,NA,NA,
386,908131,MG-63,MG-63,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,MG-63,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
387,908132,MHH-CALL-2,MHH-CALL-2,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,MHH-CALL-2,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
388,908134,MHH-ES-1,MHH-ES-1,Y,Y,N,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,MHH-ES-1,NA,Bone,Ewing Sarcoma (ES),NA,NA,NA,NA,NA,
389,908135,MHH-NB-11,MHH-NB-11,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,MHH-NB-11,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
390,908136,MHH-PREB-1,MHH-PREB-1,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,MHH-PREB-1,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
391,908138,MKN1,MKN1,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Adherent,MKN1,OTHER,Esophagus_Stomach,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
392,908139,MKN28,MKN28,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,MKN28,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
393,908141,ML-2,ML-2,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,ML-2,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
394,908142,MLMA,MLMA,Y,Y,Y,Y,Y,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Semi-Adherent,MLMA,NA,Blood,NA,NA,NA,NA,NA,NA,
395,908143,MN-60,MN-60,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSI-H,D/F12,Suspension,MN-60,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
396,908144,MOG-G-CCM,MOG-G-CCM,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,MOG-G-CCM,OTHER,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
397,908145,MOG-G-UVW,MOG-G-UVW,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,MOG-G-UVW,OTHER,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
398,908146,MOLT-13,MOLT-13,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSI-H,R,Suspension,MOLT-13,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
399,908147,MOLT-16,MOLT-16,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,MOLT-16,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
400,908148,MONO-MAC-6,MONO-MAC-6,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,MONO-MAC-6,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
401,908149,Mo-T,Mo-T,Y,Y,Y,Y,Y,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,D/F12,Suspension,Mo-T,NA,Blood,NA,NA,NA,NA,NA,NA,
402,908150,MPP-89,MPP-89,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent,MPP-89,NA,Mesothelium,Mesothelioma (MESO),NA,NA,Mesenchymal,NA,NA,
403,908151,MRK-nu-1,MRK-nu-1,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension,MRK-nu-1,BRCA,Breast,NA,NA,NA,Epithelial,NA,NA,
404,908152,MSTO-211H,MSTO-211H,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,MSTO-211H,NA,Mesothelium,Mesothelioma (MESO),NA,NA,Mesenchymal,NA,NA,
405,908156,MV-4-11,MV-4-11,Y,Y,Y,Y,Y,leukemia,leukemia,,MSS/MSI-L,D/F12,Suspension,MV-4-11,NA,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
406,908158,NALM-6,NALM-6,Y,Y,Y,Y,Y,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,NALM-6,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
407,908159,NAMALWA,NAMALWA,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,NAMALWA,NA,Blood,NA,NA,NA,NA,NA,NA,
408,908440,NB69,NB69,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NB69,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
409,908441,NCCIT,NCCIT,Y,Y,Y,Y,N,urogenital_system,testis,,MSS/MSI-L,R,Adherent,NCCIT,NA,Other,Unknown (UNK),NA,NA,Epithelial-Mesenchymal,NA,NA,
410,908442,NCI-H508,NCI-H508,Y,Y,N,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Semi-Adherent,NCI-H508,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,NA,NA,NA,
411,908443,NCI-H520,NCI-H520,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,NCI-H520,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Epithelial,NA,NA,
412,908444,SNU-1,NCI-SNU-1,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSI-H,R,Suspension,NCI-SNU-1,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial-Mesenchymal,NA,NA,
413,908445,SNU-5,NCI-SNU-5,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Suspension,NCI-SNU-5,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial-Mesenchymal,NA,NA,
414,908446,SNU-16,NCI-SNU-16,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Suspension,NCI-SNU-16,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
415,908447,NH-12,NH-12,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,NH-12,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
416,908448,NKM-1,NKM-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,NKM-1,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
417,908449,NMC-G1,NMC-G1,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,NMC-G1,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
418,908450,no-11,no-11,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,no-11,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
419,908451,NOMO-1,NOMO-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,NOMO-1,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
420,908452,no-10,no-10,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,no-10,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
421,908454,NTERA-2-cl-D1,NTERA-S-cl-D1,Y,Y,Y,Y,Y,urogenital_system,testis,,MSS/MSI-L,D/F12,Adherent,NTERA-S-cl-D1,NA,Other,Unknown (UNK),NA,NA,Epithelial-Mesenchymal,NA,NA,CVCL_3407
422,908455,NUGC-3,NUGC-3,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSI-H,R,Adherent,NUGC-3,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
423,908457,NCI-H747,NCI-H747,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,NCI-H747,COREAD,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
424,908458,NCI-H716,NCI-H716,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,NCI-H716,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial-Mesenchymal,NA,NA,
425,908459,NCI-H596,NCI-H596,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,NCI-H596,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
426,908460,NCI-H441,NCI-H441,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H441,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
427,908461,NCI-N87,NCI-N87,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,NCI-N87,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
428,908462,NCI-H2452,NCI-H2452,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,NCI-H2452,NA,Mesothelium,Mesothelioma (MESO),NA,NA,Mesenchymal,NA,NA,
