DRUG_NAME	STD_NAME	nci60	ccle	gdscDec15	ctrp	nciSclc	PUBCHEM_NAME
PELITREXOL ISOMER B	NA	NA	NA	NA	NA	NA	NA
PEMETREXED	NA	NA	NA	NA	NA	NA	Pemetrexed;137281-23-3;Alimta;Pemetrexed disodium;UNII-04Q9AIZ7NO
PENTOSTATIN	NA	NA	NA	NA	NA	NA	pentostatin;Deoxycoformycin;Nipent;2'-Deoxycoformycin;53910-25-1
PEPTIDE [CRGDKGPDC - CYS & CYS BRIDGE	NA	NA	NA	NA	NA	NA	NA
PEPTIDE R18 (14-3-3 ANTAGONIST)	NA	NA	NA	NA	NA	NA	NA
PERIFOSINE	NA	NA	NA	NA	NA	NA	Perifosine;157716-52-4;1,1-Dimethylpiperidin-1-ium-4-yl octadecyl phosphate;KRX-0401;(1,1-dimethylpiperidin-1-ium-4-yl) octadecyl phosphate
PEVONEDISTAT	NA	NA	NA	NA	NA	NA	Pevonedistat;MLN4924;MLN 4924;UNII-S3AZD8D215;905579-51-3
PF-01367338	NA	NA	NA	NA	NA	NA	459868-92-9;Rucaparib phosphate;AG-014699;PF-01367338;Rucaparib (phosphate)
PF-03084014 DIASTEREOMER 1	NA	NA	NA	NA	NA	NA	NA
PF-03084014 DIASTEREOMER 2	NA	NA	NA	NA	NA	NA	NA
PF-04217903	NA	NA	NA	NA	NA	NA	PF-04217903;956905-27-4;UNII-CYJ9ATV1IJ;PF04217903;PF 04217903
PF-04691502	NA	NA	NA	NA	NA	NA	PF-04691502;1013101-36-4;PF 04691502;CHEMBL1234354;2-amino-8-((1r,4r)-4-(2-hydroxyethoxy)cyclohexyl)-6-(6-methoxypyridin-3-yl)-4-methylpyrido[2,3-d]pyrimidin-7(8H)-one
PF-04929113	NA	NA	NA	NA	NA	NA	908115-27-5;SNX-5422;PF-04929113;SNX 5422;UNII-BF52J69Q8T
PF-05212384	NA	NA	NA	NA	NA	NA	PKI-587;1197160-78-3;PF-05212384;Gedatolisib;PKI 587
PF-0528767	NA	NA	NA	NA	NA	NA	NA
PF-299804	NA	NA	NA	NA	NA	NA	NA
PF-4176340	NA	NA	NA	NA	NA	NA	NA
PF-4708671	NA	NA	NA	NA	NA	NA	PF-4708671;1255517-76-0;PF 4708671;PF4708671;2-((4-(5-Ethylpyrimidin-4-yl)piperazin-1-yl)methyl)-5-(trifluoromethyl)-1H-benzo[d]imidazole
PF-477736	NA	NA	NA	NA	NA	NA	PF-477736;952021-60-2;UNII-XO23PGZ0SM;PF 477736;PF-00477736
PF-4942847	NA	NA	NA	NA	NA	NA	CHEMBL1774933;1207961-33-8;2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide;2-Amino-4-[4-chloro-2-[2-(4-fluoro-1H-pyrazol-1-yl)ethoxy]-6-methylphenyl]-N-(2,2-difluoropropyl)-5,7-dihydro-6H-pyrrolo[3,4-d]pyrimidine-6-carboxamide;2-amino-4-{4-chloro-2-[2-(4-fluoro-1h-pyrazol-1-yl)ethoxy]-6-methylphenyl}-n-(2,2-difluoropropyl)-5,7-dihydro-6h-pyrrolo[3,4-d]pyrimidine-6-carboxamide
PF-562271	NA	NA	NA	NA	NA	NA	PF-562271;717907-75-0;PF-00562271;CHEMBL1084546;PF 562271
PF2341066	Crizotinib	NA	NA	NA	NA	NA	Crizotinib;877399-52-5;Xalkori;PF-2341066;(R)-crizotinib
PFI-1	NA	NA	NA	NA	NA	NA	PFI-1;1403764-72-6;2-Methoxy-N-(3-Methyl-2-Oxo-1,2,3,4-Tetrahydroquinazolin-6-Yl)benzenesulfonamide;CHEMBL2179387;QCR-192
PHA-665752	NA	NA	NA	NA	NA	NA	PHA-665752;477575-56-7;PHA 665752;PHA665752;TCMDC-125885
PHA-793887	NA	NA	NA	NA	NA	NA	PHA-793887;718630-59-2;UNII-MKS45S912B;3-Methyl-N-[1,4,5,6-tetrahydro-6,6-dimethyl-5-[(1-methyl-4-piperidinyl)carbonyl]pyrrolo[3,4-c]pyrazol-3-yl]butanamide;MKS45S912B
PHENFORMIN	NA	NA	NA	NA	NA	NA	PHENFORMIN;Fenformin;Phenformine;Cronoformin;Fenformina
PI-103	NA	NA	NA	NA	NA	NA	PI-103;371935-74-9;3-(4-morpholinopyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl)phenol;PI103;UNII-YQX02F616F
PIK-93	NA	NA	NA	NA	NA	NA	PIK-93;593960-11-3;PIK 93;PIK93;N-(5-(4-Chloro-3-(N-(2-hydroxyethyl)sulfamoyl)phenyl)-4-methylthiazol-2-yl)acetamide
PIMOZIDE	NA	NA	NA	NA	NA	NA	pimozide;Orap;Opiran;2062-78-4;Pimozidum
PIPAMPERONE	NA	NA	NA	NA	NA	NA	Pipamperone;Floropipamide;Dipiperon;Dipiperone;Dipiperal
PIPERLONGUMINE	NA	NA	NA	NA	NA	NA	Piperlongumine;Piplartine;20069-09-4;Piplartin;CHEBI:8241
PIPOBROMAN	NA	NA	NA	NA	NA	NA	pipobroman;Vercyte;Amedel;54-91-1;Pipobromanum
PKM2 ACTIVATOR 9	NA	NA	NA	NA	NA	NA	NA
PLERIXAFOR	NA	NA	NA	NA	NA	NA	Plerixafor;110078-46-1;Mozobil;AMD3100;1,4-Bis((1,4,8,11-tetraazacyclotetradecan-1-yl)methyl)benzene
PLICAMYCIN	NA	NA	NA	NA	NA	NA	MITHRAMYCIN;Mithracin;plicamycin;Mitramycin;Mithramycinum
PLX-4720	NA	NA	NA	NA	NA	NA	PLX-4720;918505-84-7;PLX4720;PLX 4720;N-(3-(5-chloro-1H-pyrrolo[2,3-b]pyridine-3-carbonyl)-2,4-difluorophenyl)propane-1-sulfonamide
PLX4720	NA	NA	NA	NA	NA	NA	PLX-4720;918505-84-7;PLX4720;PLX 4720;N-(3-(5-chloro-1H-pyrrolo[2,3-b]pyridine-3-carbonyl)-2,4-difluorophenyl)propane-1-sulfonamide
PNU-74654	NA	NA	NA	NA	NA	NA	CHEMBL254381;PNU-74654;113906-27-7;PNU 74654;SCHEMBL3514174
PONATINIB	NA	NA	NA	NA	NA	NA	PONATINIB;943319-70-8;Iclusig;AP24534;AP 24534
PP-242	NA	NA	NA	NA	NA	NA	PP242;PP 242;1092351-67-1;PP-242;CHEBI:90679
PRALATREXATE	NA	NA	NA	NA	NA	NA	Pralatrexate;Folotyn;146464-95-1;10-Propargyl-10-deazaaminopterin;HSDB 7786
PROCARBAZINE	NA	NA	NA	NA	NA	NA	procarbazine;671-16-9;Natulan;Procarbazin;Ibenzmethyzin
PROCHLORPERAZINE	NA	NA	NA	NA	NA	NA	prochlorperazine;Prochlorperazin;Capazine;Compazine;Prochlorpromazine
PX-12	NA	NA	NA	NA	NA	NA	141400-58-0;PX-12;2-(sec-butyldisulfanyl)-1h-imidazole;PX 12;2-(butan-2-yldisulfanyl)-1H-imidazole
PX-316	NA	NA	NA	NA	NA	NA	NA
PX-866	NA	NA	NA	NA	NA	NA	Sonolisib;PX-866;CHEBI:65345;PX866;UNII-987796874T
PXD101, BELINOSTAT	NA	NA	NA	NA	NA	NA	NA
PYRAZOLOACRIDINE	NA	NA	NA	NA	NA	NA	Pyrazoloacridine;NSC 366140;PD 115934;NSC627168;99009-20-8
PYRIMETHAMINE	NA	NA	NA	NA	NA	NA	pyrimethamine;58-14-0;Chloridine;Daraprim;Chloridin
PYRVINIUM PAMOATE	NA	NA	NA	NA	NA	NA	NA
QL-VIII-58	NA	NA	NA	NA	NA	NA	NA
QL-XII-47	NA	NA	NA	NA	NA	NA	NA
QL-XII-61	NA	NA	NA	NA	NA	NA	NA
QS11	NA	NA	NA	NA	NA	NA	944328-88-5;QS11;CHEMBL259181;QS-11;(2S)-2-{[9-(4-Biphenylylmethyl)-2-(2,3-dihydro-1H-inden-5-yloxy)-9H-purin-6-yl]amino}-3-phenyl-1-propanol
QUIZARTINIB	NA	NA	NA	NA	NA	NA	Quizartinib;950769-58-1;AC220;Quizartinib (AC220);AC-220
R-115777	NA	NA	NA	NA	NA	NA	Tipifarnib;Zarnestra;192185-72-1;R115777;Tipifarnib [USAN]
R-1530	NA	NA	NA	NA	NA	NA	R-1530;UNII-XQJ55R5PPQ;R1530;882531-87-5;CHEMBL1980391
R-406	NA	NA	NA	NA	NA	NA	841290-80-0;R-406;R406 (free base);R406 free base;R406(free base)
R-428	NA	NA	NA	NA	NA	NA	R428;1037624-75-1;UNII-0ICW2LX8AS;BGB324;0ICW2LX8AS
R-547	NA	NA	NA	NA	NA	NA	R547;741713-40-6;R-547;UNII-T61871RKRI;R 547
R-788	NA	NA	NA	NA	NA	NA	Fostamatinib;901119-35-5;R788;UNII-SQ8A3S5101;Fostamatinib(R788)
RAF-265	NA	NA	NA	NA	NA	NA	RAF265;927880-90-8;CHIR-265;RAF-265;RAF 265
RAF265	NA	NA	NA	NA	NA	NA	RAF265;927880-90-8;CHIR-265;RAF-265;RAF 265
RALOXIFENE	NA	NA	NA	NA	NA	NA	raloxifene;Keoxifene;84449-90-1;Raloxifeno;Raloxifenum
RALTITREXED	NA	NA	NA	NA	NA	NA	Raltitrexed;Tomudex;112887-68-0;ZD1694;ICI-D1694
RANITIDINE	NA	NA	NA	NA	NA	NA	ranitidine;Gastrosedol;Ptinolin;Ranidine;Rantacid
RAPAMYCIN	NA	NA	NA	NA	NA	NA	Rapamycin;Sirolimus;Rapamune;53123-88-9;(-)-Rapamycin
RDEA119	NA	NA	NA	NA	NA	NA	Refametinib;RDEA119;923032-37-5;RDEA 119;BAY 869766
REBIMASTAT	NA	NA	NA	NA	NA	NA	Rebimastat;Bms-275291;UNII-1B47R6ZX4K;259188-38-0;CHEMBL76222
REGORAFENIB	NA	NA	NA	NA	NA	NA	Regorafenib;755037-03-7;Stivarga;BAY 73-4506;Regorafenibum
RG-4733	NA	NA	NA	NA	NA	NA	RO4929097;847925-91-1;RO-4929097;Ro 4929097;UNII-KK8645V7LE
RG-7112	NA	NA	NA	NA	NA	NA	UNII-Q8MI0X869M;RG7112;CHEMBL2386346;RO-5045337;939981-39-2
RG-7167	NA	NA	NA	NA	NA	NA	NA
RG-7603	NA	NA	NA	NA	NA	NA	GDC-0349;1207360-89-1;UNII-579255I6O9;CHEMBL2331680;(S)-1-ethyl-3-(4-(4-(3-methylmorpholino)-7-(oxetan-3-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-2-yl)phenyl)urea
RH1	NA	NA	NA	NA	NA	NA	NA
RIGOSERTIB	NA	NA	NA	NA	NA	NA	Rigosertib;UNII-67DOW7F9GL;592542-59-1;Rigosertib [USAN];ON-01910
RILUZOLE	NA	NA	NA	NA	NA	NA	riluzole;1744-22-5;Rilutek;2-Amino-6-(trifluoromethoxy)benzothiazole;6-(trifluoromethoxy)benzo[d]thiazol-2-amine
RO-3306	NA	NA	NA	NA	NA	NA	RO 3306;Ro-3306;872573-93-8;CHEMBL393929;Cdk1 Inhibitor IV, RO-3306
RO-5126766	NA	NA	NA	NA	NA	NA	Ro 5126766;946128-88-7;CHEBI:78825;RO5126766;CHEMBL3264002
RO4929097	NA	NA	NA	NA	NA	NA	RO4929097;847925-91-1;RO-4929097;Ro 4929097;UNII-KK8645V7LE
ROSCOVITINE	NA	NA	NA	NA	NA	NA	roscovitine;Seliciclib;R-Roscovitine;186692-46-6;(R)-roscovitine
RTRAIL	NA	NA	NA	NA	NA	NA	NA
RUXOLITINIB	NA	NA	NA	NA	NA	NA	Ruxolitinib;941678-49-5;INCB-018424;INCB018424;Ruxolitinib phosphate
S-TRITYL-L-CYSTEINE	NA	NA	NA	NA	NA	NA	S-Trityl-L-cysteine;2799-07-7;(+)-S-Trityl-L-cysteine;3-Tritylthio-L-alanine;Tritylcysteine
SALINOMYCIN	NA	NA	NA	NA	NA	NA	salinomycin;Coxistac;UNII-62UXS86T64;53003-10-4;Bio-cox
SALUBRINAL	NA	NA	NA	NA	NA	NA	salubrinal;405060-95-9;eIF-2alpha Inhibitor, Salubrinal;N-(2,2,2-trichloro-1-(3-(quinolin-8-yl)thioureido)ethyl)cinnamamide;F0095-1218
SAR-125844	NA	NA	NA	NA	NA	NA	NA
SAR-302503	NA	NA	NA	NA	NA	NA	Tg-101348;936091-26-8;Fedratinib;TG101348;SAR302503
SARACATINIB	NA	NA	NA	NA	NA	NA	Saracatinib;379231-04-6;AZD0530;AZD-0530;nchembio866-comp19
SB 216763	NA	NA	NA	NA	NA	NA	NA
SB-1317	NA	NA	NA	NA	NA	NA	SB1317;TG02;937270-47-8;CHEMBL1944698;TG-02
SB-1578	NA	NA	NA	NA	NA	NA	CHEMBL2035185;SCHEMBL1004926;SCHEMBL17594734;BDBM50384879;CT-1578
SB-203580	NA	NA	NA	NA	NA	NA	SB 203580;152121-47-6;SB-203580;SB203580;4-(4-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-5-yl)pyridine
SB-239063	NA	NA	NA	NA	NA	NA	SB 239063;193551-21-2;SB-239063;UNII-HII3DC8CPI;SB239063
SB-431542	NA	NA	NA	NA	NA	NA	301836-41-9;SB-431542;SB 431542;4-(4-(benzo[d][1,3]dioxol-5-yl)-5-(pyridin-2-yl)-1H-imidazol-2-yl)benzamide;SB431542
SB-505124	NA	NA	NA	NA	NA	NA	SB-505124;694433-59-5;SB505124;SB 505124;CHEMBL226838
SB-590885	NA	NA	NA	NA	NA	NA	SB590885;SB-590885;405554-55-4;J-501805;C27H27N5O2
SB-743921	NA	NA	NA	NA	NA	NA	CHEMBL2325429;SB-743921;SB 743921;SCHEMBL645543;BDBM50427294
SB-939	NA	NA	NA	NA	NA	NA	Pracinostat;929016-96-6;SB939;SB 939;SB-939
SB52334	NA	NA	NA	NA	NA	NA	NA
SB590885	NA	NA	NA	NA	NA	NA	SB590885;SB-590885;405554-55-4;J-501805;C27H27N5O2
SC-1	NA	NA	NA	NA	NA	NA	Pluripotin;839707-37-8;SC-1;N-(3-(7-(1,3-dimethyl-1H-pyrazol-5-ylamino)-1-methyl-2-oxo-1,2-dihydropyrimido[4,5-d]pyrimidin-3(4H)-yl)-4-methylphenyl)-3-(trifluoromethyl)benzamide;N-(3-(7-((1,3-dimethyl-1H-pyrazol-5-yl)amino)-1-methyl-2-oxo-1,2-dihydropyrimido[4,5-d]pyrimidin-3(4H)-yl)-4-methylphenyl)-3-(trifluoromethyl)benzamide
SCH-1473759	NA	NA	NA	NA	NA	NA	1094069-99-4;SCH-1473759;2-(Ethyl((5-((6-methyl-3-(1H-pyrazol-4-yl)imidazo[1,2-a]pyrazin-8-yl)amino)isothiazol-3-yl)methyl)amino)-2-methylpropan-1-ol;CHEMBL1232515;2-{ethyl[(5-{[6-methyl-3-(1H-pyrazol-4-yl)imidazo[1,2-a]pyrazin-8-yl]amino}isothiazol-3-yl)methyl]amino}-2-methylpropan-1-ol
SCH-900776	NA	NA	NA	NA	NA	NA	891494-63-6;SCH900776;SCH-900776;UNII-K2ZSF0992C;SCH 900776
SCV-07	NA	NA	NA	NA	NA	NA	Golotimod;SCV-07;gamma-D-Glu-L-trp;SCV07;SCV 07
SELICICLIB	NA	NA	NA	NA	NA	NA	roscovitine;Seliciclib;R-Roscovitine;186692-46-6;(R)-roscovitine
SELUMETINIB	NA	NA	NA	NA	NA	NA	Selumetinib;606143-52-6;AZD 6244;AZD6244;ARRY-142886
SEMAGACESTAT	NA	NA	NA	NA	NA	NA	Semagacestat;425386-60-3;LY-450139;LY450139;UNII-3YN0602W4W
SEN-450	NA	NA	NA	NA	NA	NA	NA
SERDEMETAN	NA	NA	NA	NA	NA	NA	Serdemetan;881202-45-5;N1-(2-(1H-Indol-3-yl)ethyl)-N4-(pyridin-4-yl)benzene-1,4-diamine;JNJ 26854165;UNII-ID6YB4W3V8
SGC0946	NA	NA	NA	NA	NA	NA	SGC0946;CHEMBL3087498;1561178-17-3;1-(3-((((2R,3S,4R,5R)-5-(4-Amino-5-bromo-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methyl)(isopropyl)amino)propyl)-3-(4-(tert-butyl)phenyl)urea;C28H40BrN7O4
SGI-1776	NA	NA	NA	NA	NA	NA	SGI-1776;1025065-69-3;SGI-1776 free base;SGI1776;SGI 1776
SGX-523	NA	NA	NA	NA	NA	NA	SGX-523;1022150-57-7;SGX523;SGX 523;UNII-WH8SQN09KJ
SHIKONIN	NA	NA	NA	NA	NA	NA	shikonin;517-89-5;(R)-5,8-Dihydroxy-2-(1-hydroxy-4-methylpent-3-en-1-yl)naphthalene-1,4-dione;(+)-Shikonin;(-)-Shikonin
SILDENAFIL	NA	NA	NA	NA	NA	NA	sildenafil;139755-83-2;Revatio;VIAGRA;Sildenafil [INN:BAN]
SILMITASERTIB	NA	NA	NA	NA	NA	NA	1009820-21-6;CX-4945;Silmitasertib;5-((3-Chlorophenyl)amino)benzo[c][2,6]naphthyridine-8-carboxylic acid;CX4945
SIMVASTATIN	NA	NA	NA	NA	NA	NA	simvastatin;79902-63-9;Zocor;Synvinolin;Sinvacor
SIMVASTIN	NA	NA	NA	NA	NA	NA	NA
SIROLIMUS	NA	NA	NA	NA	NA	NA	Rapamycin;Sirolimus;Rapamune;53123-88-9;(-)-Rapamycin
SITAGLIPTIN	NA	NA	NA	NA	NA	NA	Sitagliptin;486460-32-6;Januvia;Xelevia;MK-0431
SL 0101-1	NA	NA	NA	NA	NA	NA	NA
SL-0101	NA	NA	NA	NA	NA	NA	SL0101;SL-0101;CHEMBL240954;77307-50-7;3ubd
SNS-032	NA	NA	NA	NA	NA	NA	345627-80-7;SNS-032;BMS-387032;BMS 387032;SNS 032
SNS-314	NA	NA	NA	NA	NA	NA	SNS-314;1057249-41-8;UNII-802IFJ0Z8X;SNS 314;Kinome_3712
SNS-595; SPC-595	NA	NA	NA	NA	NA	NA	NA
SNX-2112	NA	NA	NA	NA	NA	NA	SNX-2112;908112-43-6;SNX 2112;UNII-10C9P3FFOW;10C9P3FFOW
SORAFENIB	NA	NA	NA	NA	NA	NA	Sorafenib;284461-73-0;Nexavar;BAY 43-9006;Sorafenib [INN]
SOTRASTAURIN	NA	NA	NA	NA	NA	NA	Sotrastaurin;425637-18-9;AEB071;AEB-071;UNII-7I279E1NZ8
SP-600125	NA	NA	NA	NA	NA	NA	1,9-Pyrazoloanthrone;129-56-6;SP600125;Dibenzo[cd,g]indazol-6(2H)-one;Pyrazolanthrone
SR-13654	NA	NA	NA	NA	NA	NA	NA
SR16157	NA	NA	NA	NA	NA	NA	SR16157;LS-190470;3-O-sulfamoyloxy-7a-methyl-21-(2-N,N-diethylaminoethoxy)-19-norpregna-1,3,5(10)-triene;NA;NA
ST-3595	NA	NA	NA	NA	NA	NA	NA
STA-9090	NA	NA	NA	NA	NA	NA	Ganetespib;888216-25-9;STA-9090;STA9090;UNII-2E8412Y946
STAUROSPORINE	NA	NA	NA	NA	NA	NA	staurosporine;Staurosporin;(+)-Staurosporine;Antibiotic 230;Antibiotic AM 2282
STF-62247	NA	NA	NA	NA	NA	NA	STF-62247;315702-99-9;Autophagy Inducer, STF-62247;4-(pyridin-4-yl)-N-(m-tolyl)thiazol-2-amine;STF62247
STREPTOZOCIN	NA	NA	NA	NA	NA	NA	streptozocin;STREPTOZOTOCIN;Zanosar;Streptozocine;Streptozocinum
SU-6668	NA	NA	NA	NA	NA	NA	TSU-68;SU-6668;Orantinib;252916-29-3;SU 6668
SUNITINIB	NA	NA	NA	NA	NA	NA	Sunitinib;557795-19-4;Sutent;Sunitinib malate;SU-11248
T0901317	NA	NA	NA	NA	NA	NA	T0901317;293754-55-9;T 0901317;TO-901317;TO901317
TACROLIMUS	NA	NA	NA	NA	NA	NA	tacrolimus;Prograf;104987-11-3;Protopic;Tsukubaenolide
TAE-684	NA	NA	NA	NA	NA	NA	NVP-TAE684;761439-42-3;NVP-TAE 684;TAE684;TAE-684
TAE684	NA	NA	NA	NA	NA	NA	NVP-TAE684;761439-42-3;NVP-TAE 684;TAE684;TAE-684
TAK PLK INHIBITOR	NA	NA	NA	NA	NA	NA	NA
TAK-441	NA	NA	NA	NA	NA	NA	TAK-441;CHEMBL2205230;1186231-83-3;GTPL8200;SCHEMBL1061476
TAK-700	NA	NA	NA	NA	NA	NA	Orteronel;TAK 700;566939-85-3;UNII-UE5K2FNS92;TAK-700 (Orteronel)
TAK-715	NA	NA	NA	NA	NA	NA	TAK-715;303162-79-0;TAK 715;UNII-WE92U03C5Z;CHEMBL363648
TAK-733	NA	NA	NA	NA	NA	NA	TAK-733;1035555-63-5;TAK 733;TAK733;UNII-5J61HSP0QJ
TAK-901	NA	NA	NA	NA	NA	NA	TAK-901;934541-31-8;TAK 901;UNII-DM9UIR23R7;TAK901
TAK-960	NA	NA	NA	NA	NA	NA	TAK-960;1137868-52-0;TAK 960;TAK960;CHEMBL2392545
TAK-960 ANALOG	NA	NA	NA	NA	NA	NA	NA
TAMATINIB	NA	NA	NA	NA	NA	NA	841290-80-0;R-406;R406 (free base);R406 free base;R406(free base)
TAMOXIFEN	NA	NA	NA	NA	NA	NA	tamoxifen;10540-29-1;Crisafeno;Soltamox;Tamoxifene
TANDUTINIB	NA	NA	NA	NA	NA	NA	Tandutinib;387867-13-2;MLN-518;MLN 518;CT53518
TANESPIMYCIN	NA	NA	NA	NA	NA	NA	Tanespimycin;17-AAG;17-Allylaminogeldanamycin;17-(Allylamino)-17-demethoxygeldanamycin;NSC-330507
TARGEGEN B-RAF/PDGFR INHIBITOR CPD 6	NA	NA	NA	NA	NA	NA	NA
TAZOBACTAM	NA	NA	NA	NA	NA	NA	Tazobactam;89786-04-9;Tazobactam acid;Tazobactamum;Zosyn
TEGAFUR	NA	NA	NA	NA	NA	NA	tegafur;Ftorafur;17902-23-7;Futraful;Fluorofur
TEMOZOLOMIDE	NA	NA	NA	NA	NA	NA	temozolomide;85622-93-1;Methazolastone;Temodar;Temodal
TEMSIROLIMUS	NA	NA	NA	NA	NA	NA	Temsirolimus;Torisel;CCI-779;162635-04-3;CHEMBL1201182
TENIPOSIDE	NA	NA	NA	NA	NA	NA	teniposide;VM-26;Vumon;29767-20-2;Vehem
TERFENADINE	NA	NA	NA	NA	NA	NA	terfenadine;Seldane;Ternadin;Triludan;Teldane
TERIFLUNOMIDE	NA	NA	NA	NA	NA	NA	Teriflunomide;Flucyamide;163451-81-8;Aubagio;108605-62-5
TESTOLACTONE	NA	NA	NA	NA	NA	NA	testolactone;Teslac;Fludestrin;Testolacton;Teolit
TG-100-115	NA	NA	NA	NA	NA	NA	TG100-115;677297-51-7;TG-100-115;3,3'-(2,4-DIAMINO-6,7-PTERIDINEDIYL)BISPHENOL;TG-100115
TG-101348	NA	NA	NA	NA	NA	NA	Tg-101348;936091-26-8;Fedratinib;TG101348;SAR302503
TG101348	NA	NA	NA	NA	NA	NA	Tg-101348;936091-26-8;Fedratinib;TG101348;SAR302503
TGX221	NA	NA	NA	NA	NA	NA	TGX-221;663619-89-4;Tgx 221;TGX221;7-methyl-2-morpholino-9-(1-(phenylamino)ethyl)-4H-pyrido[1,2-a]pyrimidin-4-one
THALIDOMIDE	NA	NA	NA	NA	NA	NA	thalidomide;50-35-1;Thalomid;Contergan;Distaval
THAPSIGARGIN	NA	NA	NA	NA	NA	NA	thapsigargin;67526-95-8;UNII-Z96BQ26RZD;Z96BQ26RZD;CHEMBL96926
THIOGUANINE	NA	NA	NA	NA	NA	NA	6-Thioguanine;thioguanine;Tioguanine;154-42-7;2-Amino-6-mercaptopurine
THIOTEPA	NA	NA	NA	NA	NA	NA	thiotepa;THIO-TEPA;52-24-4;Triethylenethiophosphoramide;Tiofosfamid
THZ-2-102-1	NA	NA	NA	NA	NA	NA	NA
TIGECYCLINE	NA	NA	NA	NA	NA	NA	Tigecycline;220620-09-7;Tygacil;WAY-GAR-936;TBG-MINO
TIPIFARNIB	NA	NA	NA	NA	NA	NA	Tipifarnib;Zarnestra;192185-72-1;R115777;Tipifarnib [USAN]
TIPIFARNIB-P1	NA	NA	NA	NA	NA	NA	NA
TIVANTINIB	NA	NA	NA	NA	NA	NA	Tivantinib;905854-02-6;ARQ 197;ARQ-197;ARQ197
TIVOZANIB	NA	NA	NA	NA	NA	NA	Tivozanib;475108-18-0;AV-951;KRN-951;AV 951
TKI258	Dovitinib	NA	NA	NA	NA	NA	Dovitinib;405169-16-6;UNII-I35H55G906;CHIR-258;Chir 258
TL-1-85	NA	NA	NA	NA	NA	NA	NA
TL-2-105	NA	NA	NA	NA	NA	NA	NA
TL-32711	NA	NA	NA	NA	NA	NA	Birinapant;1260251-31-7;TL-32711;UNII-6O4Z07B57R;Birinapant (TL32711)
TLK-199	NA	NA	NA	NA	NA	NA	Ezatiostat;Telintra;TLK-199;168682-53-9;UNII-057D10I8S8
TOPOTECAN	NA	NA	NA	NA	NA	NA	topotecan;Hycamtin;123948-87-8;Topotecan lactone;Hycamptamine
TOSEDOSTAT	NA	NA	NA	NA	NA	NA	Tosedostat;238750-77-1;CHR-2797;CHR 2797;Tosedostat (CHR2797)
TOZASERTIB	NA	NA	NA	NA	NA	NA	Tozasertib;639089-54-6;VX-680;MK-0457;VX 680
TPCA-1	NA	NA	NA	NA	NA	NA	TPCA-1;507475-17-4;5-(4-Fluorophenyl)-2-ureidothiophene-3-carboxamide;IKK-2 Inhibitor IV;[5-(p-Fluorophenyl)-2-ureido]thiophene-3-carboxamide
TRAMETINIB	NA	NA	NA	NA	NA	NA	Trametinib;871700-17-3;GSK1120212;Mekinist;GSK 1120212
TRETINOIN	NA	NA	NA	NA	NA	NA	Retinoic acid;tretinoin;Vitamin A acid;trans-Retinoic acid;302-79-4
TRIAPINE	NA	NA	NA	NA	NA	NA	Triapine;3-Apct;236392-56-6;Pan 811;C7H9N5S
TRICIRIBINE PHOSPHATE	NA	NA	NA	NA	NA	NA	NA
TRIETHYLENEMELAMINE	NA	NA	NA	NA	NA	NA	Triethylenemelamine;Tretamine;Tretamin;Triamelin;Triethanomelamine
TRIFLUOPERAZINE	NA	NA	NA	NA	NA	NA	trifluoperazine;Trifluperazine;Trifluoroperazine;Triflurin;Triperazine
TRIPTOLIDE	NA	NA	NA	NA	NA	NA	triptolide;38748-32-2;Triptolid;PG490;UNII-19ALD1S53J
TUBASTATIN A	NA	NA	NA	NA	NA	NA	NA
TW 37	NA	NA	NA	NA	NA	NA	NA
TYROTHRICIN	NA	NA	NA	NA	NA	NA	tyrothricin;Bactratycin;Dermotricine;Coltirot;Martricin
UNC-0638	NA	NA	NA	NA	NA	NA	UNC0638;1255580-76-7;UNC-0638;UNC 0638;UNII-26A103L2FO
UNC0638	NA	NA	NA	NA	NA	NA	UNC0638;1255580-76-7;UNC-0638;UNC 0638;UNII-26A103L2FO
UNC1215	NA	NA	NA	NA	NA	NA	UNC1215;1415800-43-9;UNC 1215;CHEMBL2426364;UNC-1215
URACIL MUSTARD	NA	NA	NA	NA	NA	NA	NA
VALDECOXIB	NA	NA	NA	NA	NA	NA	Valdecoxib;181695-72-7;Bextra;4-(5-methyl-3-phenylisoxazol-4-yl)benzenesulfonamide;4-(5-Methyl-3-phenyl-4-isoxazolyl)benzenesulfonamide
VALRUBICIN	NA	NA	NA	NA	NA	NA	Valrubicin;Valstar;56124-62-0;AD-32;UNII-2C6NUM6878
VANDETANIB	NA	NA	NA	NA	NA	NA	Vandetanib;443913-73-3;Zactima;ZD6474;Caprelsa
VARLITINIB	NA	NA	NA	NA	NA	NA	VARLITINIB;ARRY-334543;ARRY334543;ARRY 334543;845272-21-1
