"nsc","name","pubchem_cid","pubchem_sid","cas"
745098,"sr16388","54612678","54612678",NA
745102,"l-valine, n,n-dimethyl-, (1r,2e,6s,10e,11as,13s,14ar)-4,...","45028995","45028995",NA
745103,"d-valine, n,n-dimethyl-, (1r,2e,6s,10e,11as,13s,14ar)-4,...","45028997","45028997",NA
745287,"6-(1-Benzofuran-2-yl)-4-(4-chlorophenyl)-2-methylsulfanylpyridine-3-carbonitrile","45029032","45029032",NA
745301,"nonnucleoside purine derivatives","45029046","45029046",NA
745321,"KH-CARB10","56946086","56946086",NA
745343,"1-Benzyl-3-hexadecyl-2-methylimidazolium chloride","44219704","44219704",NA
745355,"7-methoxy-8-(4-2-methoxy-4-[(10-oxo-9,10-dihydro-9-nthra...","45029072","45029072",NA
745414,"6,7-dimethoxy-2-[(4-methoxyphenyl)methyl]-3H-quinazolin-4-one","135958473","135958473",NA
745449,"(3E)-3-[(3,4-dihydroxyphenyl)methylidene]-6-phenylchromen-4-one","45029091","45029091",NA
745450,"2-(2-Benzoylbenzimidazol-1-yl)-1-(4-methoxyphenyl)ethanone","45029092","45029092",NA
745451,"2-(2-Benzoylbenzimidazol-1-yl)-1-(4-fluorophenyl)ethanone","45029093","45029093",NA
745452,"2-[2-(4-Methoxybenzoyl)benzimidazol-1-yl]-1-(4-methoxyphenyl)ethanone","45029094","45029094",NA
745454,"1-(4-Chlorophenyl)-2-[2-(4-methoxybenzoyl)benzimidazol-1-yl]ethanone","45029096","45029096",NA
745455,"2-[2-(4-Chlorobenzoyl)benzimidazol-1-yl]-1-(4-methoxyphenyl)ethanone","45029097","45029097",NA
745471,"4-[3-Ethoxycarbonyl-2-methyl-5-(4-nitrophenyl)pyrrol-1-yl]-2-hydroxybenzoic acid","45029113","45029113",NA
745476,"4-(7-(benzylamino)-5-(4-hydroxyphenyl)-4-oxo-3,4-dihydro...","135958480","135958480",NA
745484,"2-(5-chloro-2-methoxyanilino)-6-(trifluoromethyl)-N-[(E)-(3,4,5-trimethoxyphenyl)methylideneamino]pyridine-3-carboxamide","45029125","45029125",NA
745485,"2-[3-(trifluoromethyl)anilino]-N-[(E)-(3,4,5-trimethoxyphenyl)methylideneamino]benzamide","45029126","45029126",NA
745486,"[3-[4-(Dimethylamino)phenyl]-5-(4-methoxyphenyl)-3,4-dihydropyrazol-2-yl]-(3,4,5-trimethoxyphenyl)methanone","45029127","45029127",NA
745487,"[3-(3-Hydroxy-4-methoxyphenyl)-5-phenyl-3,4-dihydropyrazol-2-yl]-(3,4,5-trimethoxyphenyl)methanone","45029128","45029128",NA
745492,"1-[5-(4-Hydroxy-3-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)-3,4-dihydropyrazol-2-yl]ethanone","135908147","135908147",NA
745500,"1-[2-[(2-Hydroxyphenyl)methylideneamino]ethylamino]anthracene-9,10-dione","135958487","135958487",NA
745501,"1,8-Bis[2-(2-hydroxybenzylideneamino)ethylamino]-9,10-anthraquinone","135958488","135958488",NA
745523,"(8,9-dimethyl-2-oxo-3-phenyl-5H-pyrano[3,2-c]chromen-5-yl) acetate","45029154","45029154",NA
745540,"12-Chloro-7,12-dihydro-9-phenylbenzo[a]phenarsazinine","12283554","12283554",NA
745543,"n'-(2,4-dihydroxybenzylidene)-2,3-dimethyl-4h-furo[3,2-b...","135958493","135958493",NA
745582,"4-[[1-[5-Cyano-4-(furan-2-yl)-1-methyl-6-oxopyrimidin-2-yl]-3,5-dioxopyrazolidin-4-yl]diazenyl]benzenesulfonamide","45029189","45029189",NA
745591,"4-Morpholino-2-(oxiran-2-ylmethylsulfanyl)-6-phenyl-pyrimidine-5-carbonitrile","45029198","45029198",NA
745617,"4-(2,4-Dichlorophenyl)-1,2-diphenylimidazole","45029218","45029218",NA
745677,"4-Amino-8-chloro-2-(4-methoxyphenyl)iminopyrimido[2,1-b][1,3]benzothiazole-3-carbonitrile","45029232","45029232",NA
745678,"4-Amino-8-chloro-2-(4-chlorophenyl)iminopyrimido[2,1-b][1,3]benzothiazole-3-carbonitrile","45029233","45029233",NA
745689,"3-cyano-8-chloro-4-imino-2-methyl thio pyrimido[2,1-b]be...","45029244","45029244",NA
745693,"STL487843","5164236","5164236",NA
745750,"Lapatinib","208908","208908","231277922"
745813,"Z48861686","4784054","4784054",NA
745923,"1-(4-Fluorophenyl)-3-[5-[[(4-fluorophenyl)carbamothioylamino]carbamoyl]-4-methyl-1,3-thiazol-2-yl]thiourea","24936201","24936201",NA
745929,"3-(3-nitroso-1H-indol-2-yl)-1H-pyrrolo[2,3-b]pyridin-2-ol","135911866","135911866",NA
745931,"","448949","91148008",NA
745939,"methyl 2-[(2E)-2-[(2,6-dichlorophenyl)methylidene]hydrazinyl]-5-phenyl-1H-pyrrole-3-carboxylate","45029263","45029263",NA
745940,"methyl 2-[(2E)-2-[(2,6-dichlorophenyl)methylidene]hydrazinyl]-5-(3,4,5-trimethoxyphenyl)-1H-pyrrole-3-carboxylate","45029264","45029264",NA
745943,"[3-[5-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-6-methyl-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] (3S,4aR,5R,6aS,6bR,10S,12aR)-10-[3-acetamido-6-[[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxymethyl]-4,5-dihydroxyoxan-2-yl]oxy-3-[(2E,6S)-6-[3,4-dihydroxy-5-[(2E)-6-hydroxy-2-(hydroxymethyl)-6-methylocta-2,7-dienoyl]oxy-6-methyloxan-2-yl]oxy-2-(hydroxymethyl)-6-methylocta-2,7-dienoyl]oxy-5-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate","45029265","45029265",NA
745957,"2-benzylthio-4-chloro-n-[imino(3,4,5-trimethylpyrazol-1-...","45029269","45029269",NA
745962,"5-Iodo-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide","45029271","45029271",NA
746005,"Z48958610","135543484","135543484",NA
746032,"(11as)-7-methoxy-8-[3-(2-methoxy-4-(e)-3-oxo-3-[4-(3,4,5...","45029287","45029287",NA
746035,"2-4-[(5-2,6-dimethoxy-4-[5-(3,4,5-trimethoxyphenyl)-4,5-...","45029290","45029290",NA
746053,"(2,3-Dihydroxyphenyl)-[1-[(4-fluorophenyl)methyl]-4-hydroxyindol-3-yl]methanone","42624812","42624812",NA
746058,"N-(3-Methylisoxazole-5-yl)-2-[1-(4-fluorobenzyl)-4-methoxy-1H-indole-3-yl]-2-oxoacetamide","42624803","42624803",NA
746060,"N-[(E)-(4-chlorophenyl)methylideneamino]-6-(trifluoromethyl)-2-[3-(trifluoromethyl)anilino]pyridine-3-carboxamide","45029300","45029300",NA
746061,"N-[(E)-(2,6-dichlorophenyl)methylideneamino]-6-(trifluoromethyl)-2-[3-(trifluoromethyl)anilino]pyridine-3-carboxamide","45029301","45029301",NA
746063,"6-(3-Hydroxy-4-methoxyphenyl)-2-morpholin-4-yl-4-(3,4,5-trimethoxyphenyl)pyridine-3-carbonitrile","45029303","45029303",NA
746064,"ChemDiv1_008548","3732101","3732101",NA
746068,"[5-(3-Methoxyphenyl)-3-(4-methoxyphenyl)-3,4-dihydropyrazol-2-yl]-(3,4,5-trimethoxyphenyl)methanone","45029306","45029306",NA
746076,"Spirohexenolide","54613640","54613640",NA
746087,"1-(7-fluoro-3-methyl-quinoxalin-2-yl)-3-(3,4,5-trimethox...","45029310","45029310",NA
746098,"4-[5-(3,5-bis(trifluoromethyl)phenyl)-3-(trifluoromethyl...","45029311","45029311",NA
746131,"pyr-41","5335621","5335621","418805024"
746134,"(E,2Z)-2-[[4-(4-chlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-4-(furan-2-yl)but-3-enoic acid","45029314","45029314",NA
746149,"n,n'-bis(4-bromo-2-fluorobenzoyl)-l-selenocystine bis(4-...","45029327","45029327",NA
746248,"Z28714792","2671841","2671841",NA
746310,"4-[C-(4-hydroxyphenyl)-N-(5-methyl-2,4-dinitroanilino)carbonimidoyl]phenol","135958516","135958516",NA
746311,"4-[N-(5-chloro-2,4-dinitroanilino)-C-(4-hydroxyphenyl)carbonimidoyl]phenol","135546138","135546138",NA
746312,"4-[N-(2,4-dinitro-5-pyrrolidin-1-ylanilino)-C-(4-hydroxyphenyl)carbonimidoyl]phenol","135958517","135958517",NA
746314,"4-[C-(4-hydroxyphenyl)-N-(5-methoxy-2,4-dinitroanilino)carbonimidoyl]phenol","135958518","135958518",NA
746351,"Z52868488","4806509","4806509",NA
746353,"(E)-1-(1,2-dihydroacenaphthylen-5-yl)-3-(4-nitrophenyl)prop-2-en-1-one","6167610","6167610",NA
746418,"CBMicro_037298","2313402","2313402",NA
746498,"N-[(E)-(3-hydroxy-4-methoxyphenyl)methylideneamino]-1H-indole-7-carboxamide","6899201","6899201",NA
746513,"5-triazol-2-yl-methyl-2-[2?,(2??-chlorophenyl)-thiazolid...","45029357","45029357",NA
746540,"(4S)-Parectadial","23625545","23625545",NA
746541,"Amaminol A","10265530","10265530","261622188"
746568,"naphthol as-e phosphate","87517","87517","18228176"
746604,"6-Methylsulfanyl-10-phenyl-2,5,7,9-tetrazatetracyclo[9.7.0.03,8.013,18]octadeca-1,3(8),6,13,15,17-hexaene-4,12-dione","135958523","135958523",NA
746608,"10-(4-Fluorophenyl)-6-methylsulfanyl-2,5,7,9-tetrazatetracyclo[9.7.0.03,8.013,18]octadeca-1,3(8),6,13,15,17-hexaene-4,12-dione","135958525","135958525",NA
746616,"2,4-Bis(methylhydroxyamino)-6-morpholino-1,3,5-triazine","44186462","44186462",NA
746683,"7-{[2-(dimethylamino)ethyl]amino}-5-imino-1,3,6-tripheny...","45029397","45029397",NA
746684,"7-{[3-(dibutylamino)propyl]amino}-5-imino-1,3,6-tripheny...","45029398","45029398",NA
746685,"[(2-phenyl-1H-indol-3-yl)methylene]malononitrile","809566","809566",NA
746687,"(2e)-3-(2-phenyl-1h-indol-3-yl)-2-(phenylsulfonyl)acrylo...","45029399","45029399",NA
746691,"(2E)-2-Benzoyl-3-(2-phenyl-1H-indol-3-yl)acrylonitrile","5986877","5986877",NA
746692,"methyl (2e)-2-(methylsulfonyl)-3-(2-phenyl-1h-indol-3-yl...","45029402","45029402",NA
746694,"methyl (2e)-3-(2-methyl-1h-indol-3-yl)-2-(phenylsulfonyl...","45029404","45029404",NA
746701,"n-(4-chlorophenyl)-n-({[2-(4-chlorophenyl)ethyl]amino]ca...","45029410","45029410",NA
746708,"Desmethylbrefeldin A","45029415","45029415",NA
746754,"3-[(Z)-(3-benzyl-4-phenyl-1,3-thiazol-2-ylidene)amino]-2,5-dimethyl-4-oxothieno[2,3-d]pyrimidine-6-carboxamide","45029420","45029420",NA
746803,"4,10,12-Triphenyl-1,5,7,10,11-pentazatricyclo[7.3.0.02,6]dodeca-2,4,6,8,11-pentaene","45029436","45029436",NA
746807,"N-[2-(1H-imidazol-5-yl)ethyl]-4-(10-oxo-14-phenyl-8-thia-11,12,13,16-tetrazatetracyclo[7.7.0.02,7.011,15]hexadeca-1(9),2,4,6,12,14-hexaen-16-yl)butanamide","45029440","45029440",NA
746809,"N-[2-(1H-imidazol-5-yl)ethyl]-4-(8-oxo-5-phenyl-10-thia-2,3,4,7-tetrazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),3,5,11,13,15-hexaen-7-yl)butanamide","45029442","45029442",NA
746821,"N-tert-butyl-6-[5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrol-3-yl]-6-oxohexanamide;hydrochloride","135958528","135958528",NA
746822,"6-[5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrol-3-yl]-6-oxo-N-phenylhexanamide;hydrochloride","135932478","135932478",NA
746823,"N-benzyl-6-[5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrol-3-yl]-6-oxohexanamide;hydrochloride","135958530","135958530",NA
746824,"N-ethyl-6-[5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrol-3-yl]-6-oxohexanamide;hydrochloride","135958532","135958532",NA
746840,"[(1S,3R,5R,8E,13S,14R,15R)-5,9,13-trimethyl-17-oxo-18-(phenylsulfanylmethyl)-4,16-dioxatricyclo[13.3.0.03,5]octadec-8-en-14-yl] acetate","45029453","45029453",NA
746886,"(4'rs)-7',8'-dichloro-1-ethyl-1',2',4',9'-tetrahydro-9'-...","45029455","45029455",NA
746890,"(3ez)-3-[3,5-bis(trifluoromethyl)-benzylidene]-6,7-dichl...","45029459","45029459",NA
746928,"N-[4-[hydroxy(methyl)amino]-6-(propylamino)-1,3,5-triazin-2-yl]-N-methylhydroxylamine","45029482","45029482",NA
746930,"Methyl 2-[[4,6-bis[hydroxy(methyl)amino]-1,3,5-triazin-2-yl]amino]acetate","45029484","45029484",NA
746931,"N-[4-[2-[2-[[4,6-bis[hydroxy(methyl)amino]-1,3,5-triazin-2-yl]amino]ethyldisulfanyl]ethyl-propylamino]-6-[hydroxy(methyl)amino]-1,3,5-triazin-2-yl]-N-methylhydroxylamine","45029485","45029485",NA
746993,"methyl 1,3-dimethyl-5-oxo-6-phenyl-5h-pyrrolizine-2-carb...","11403273","11403273",NA
747138,"(3Z)-5-Bromo-3-(3,4,5-trimethoxybenzylidene)-1,3-dihydro-2H-indol-2-one","6075235","6075235",NA
747139,"(3Z)-5-(dimethylamino)-3-[(3,4,5-trimethoxyphenyl)methylidene]-1H-indol-2-one","60147486","60147486",NA
747141,"(3Z)-1-[(4-chlorophenyl)methyl]-3-[(3,4,5-trimethoxyphenyl)methylidene]indol-2-one","60147487","60147487",NA
747148,"(3Z)-5-methoxy-1-methyl-3-[(3,4,5-trimethoxyphenyl)methylidene]indol-2-one","60147488","60147488",NA
747152,"(3Z)-5-hydroxy-6-methyl-3-[(3,4,5-trimethoxyphenyl)methylidene]-1H-indol-2-one","60147490","60147490",NA
747162,"Mito-tempol","54613387","54613387",NA
747167,"Nelfinavir","64143","64143","159989647"
747168,"(3Z)-6-chloro-3-[(4-hydroxyphenyl)methylidene]thiochromen-4-one","25676884","25676884",NA
747169,"(2Z)-2-[(4-hydroxyphenyl)methylidene]-5-methoxy-1-benzofuran-3-one","54613041","54613041",NA
747198,"2-(4-chloro-2-methylanilino)-N-[(E)-(2-chlorophenyl)methylideneamino]-6-(trifluoromethyl)pyridine-3-carboxamide","46227884","46227884",NA
747199,"2-(5-chloro-2-methylanilino)-N-[(E)-(2,6-dichlorophenyl)methylideneamino]-6-(trifluoromethyl)pyridine-3-carboxamide","46227829","46227829",NA
747251,"trihexyl(tetradecyl)phosphonium bis (trifluoromethylsulf...","11181836","11181836","460092039"
747252,"trihexyl(tetradecyl)phosphonium hexafluorophosphate",NA,"131407699","374683440"
747253,"trihexyl(tetradecyl)phosphonium tetrafluoroborate",NA,"131407918","374683553"
747259,"methyltrioctylammonium bis(trifluoromethylsulfonyl)imide","16211009","16211009","375395338"
747260,"1-Hexadecyl-3-methylimidazolium chloride","2734231","2734231","61546018"
747267,"1-Decyl-3-methylimidazolium chloride","2734225","2734225","171058187"
747268,"1-decyl-3-methylimidazolium tetrafluoroborate",NA,"131407835","244193564"
747269,"1-methyl-3-octadecylimidazolium chloride","2734233","2734233","171058198"
747270,"1-methyl-3-octadecylimidazolium hexafluorophosphate",NA,"131407837",NA
747271,"1-methyl-3-octadecylimidazolium bis(trifluoromethylsulfo...","46191760","46191760",NA
747272,"1-methyl-3-octadecylimidazolium tris(pentafluoroethyl)tr...","46191761","46191761",NA
747273,"tetrabutylammonium tris(pentafluoroethyl)trifluorophosphate","21977446","21977446","482635814"
747284,"8-ethoxy-4-hydroxy-1-oxo-6-phenyl-1,2-dihydro-[2,7]napht...","135968282","135968282",NA
747286,"1,8-Bis[2-[(2,5-dihydroxyphenyl)methylideneamino]ethylamino]anthracene-9,10-dione","135968239","135968239",NA
747287,"1,8-Bis[2-[(2-hydroxy-5-nitrophenyl)methylideneamino]ethylamino]anthracene-9,10-dione","135968249","135968249",NA
747292,"2-[2-[4-[(2,4-Diaminopteridin-6-yl)methylamino]phenyl]-2-oxoethyl]pentanedioic acid","15950455","15950455",NA
747339,"5-(4-methoxyphenyl)-N-(3,4,5-trimethoxyphenyl)-1H-pyrazol-4-amine","54612823","54612823",NA
747342,"bi-d1870","25023738","25023738",NA
747378,"N-[(E)-(4-fluorophenyl)methylideneamino]-5-iodo-3-phenyl-1H-indole-2-carboxamide","54613729","54613729",NA
747447,"3,19-(4-n,n-dimethylamino)benzylidineandrographolide","54613734","54613734",NA
747448,"3,19-(2,6-dimethyoxy)benzylidineandrographolide","54612897","54612897",NA
747451,"3,19-benzylidine-14-deoxy-11,12-didehydroandrographolide","54612900","54612900",NA
747452,"3,19-(4-Acetamido)benzylidineandrographolide","54612901","54612901",NA
747455,"N-[(E)-(2,6-dichlorophenyl)methylideneamino]-2-[3-(trifluoromethyl)anilino]pyridine-3-carboxamide","46227858","46227858",NA
747457,"N-[(Z)-[4-(diethylamino)-2-hydroxyphenyl]methylideneamino]-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968276","135968276",NA
747458,"N-[(E)-[4-(diethylamino)-2-hydroxyphenyl]methylideneamino]-2-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968272","135968272",NA
747459,"N-[(E)-(5-chloro-2-hydroxyphenyl)methylideneamino]-2-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968273","135968273",NA
747460,"N-[(E)-[4-(diethylamino)-2-hydroxyphenyl]methylideneamino]-4-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968274","135968274",NA
747461,"N-[(E)-(2,4-dihydroxyphenyl)methylideneamino]-4-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968275","135968275",NA
747520,"3- methoxy-5h-8,9-dimethyl-isoindolo[2,1-a]quinoxalin-6-one","54612824","54612824",NA
747521,"3- methoxy-5h-10-fluoro-isoindolo[2,1-a]quinoxalin-6-one","54612825","54612825",NA
747522,"3- methoxy-5h-8-methoxy-isoindolo[2,1-a]quinoxalin-6-one","54612826","54612826",NA
747523,"3- methoxy-5h-9-methoxy-isoindolo[2,1-a]quinoxalin-6-one","54612827","54612827",NA
747524,"2- methoxy-5h-isoindolo[2,1-a]quinoxalin-6-one","54612828","54612828",NA
747525,"1,4- dimethoxy-5h-isoindolo[2,1-a]quinoxalin-6-one","54612829","54612829",NA
747526,"3- methoxy-5h-8,9-dimethoxy-isoindolo[2,1-a]quinoxalin-6...","54612830","54612830",NA
747556,"6-(4'-hydroxy-2'-methylphenyl)-2-benzenesulfonamide-4,5-...","135894397","135894397",NA
747558,"6-(4-Ethylphenyl)-2-benzenesulfonamidepyridazine-3(2H)-one","54612980","54612980",NA
747599,"Nilotinib","644241","644241","641571100"
747650,"2,3-dimethoxy-5h-pyrido[3',2':4,5]pyrrolo[3,2-c]cinnoline","54613653","54613653",NA
747651,"2-chloro-1-nitrosopyrido[3',2':4,5]pyrrolo[1,2-c]benzotr...","54613654","54613654",NA
747652,"2,3-dimethoxy-1-nitrosopyrido[3',2':4,5]pyrrolo[1,2-c][1...","54613655","54613655",NA
747712,"18-Benzoyloxy-19-benzoylfuranotriptolide","11365101","11365101",NA
747803,"2-hydroxy-4-[[(Z)-(2-hydroxy-4-oxochromen-3-ylidene)methyl]amino]benzoic acid","23245656","23245656",NA
747804,"2-hydroxy-5-[[(Z)-(2-hydroxy-4-oxochromen-3-ylidene)methyl]amino]benzoic acid","54612711","54612711",NA
747825,"3-(4-fluorophenyl)-8,9-dimethyl-2-oxo-2,5-dihydropyrano[...","45113107","45113107",NA
747856,"Olaparib","23725625","23725625","763113220"
747884,"LDN-193189 HCl","54613581","54613581",NA
747887,"3-(2,7-Dimethoxyacridin-9-yl)sulfanylpropan-1-amine;2,2,2-trifluoroacetic acid","54613582","54613582",NA
747973,"Ixabepilone","6445540","6445540","219989841"
747974,"Raloxifene","5035","5035","84449901"
748084,"n3-(6-methoxy-1,3-benzothiazol-2-yl)-2-(3,4,5-trimethoxy...","54612978","54612978",NA
748141,"1,1-bis(4-hydroxyphenyl)-2-ferrocenyl-but-1-ene",NA,"131407713",NA
748145,"5-Chloro-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide","53329233","53329233",NA
748146,"5-Bromo-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide","53329234","53329234",NA
748147,"5-Methyl-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide","53329052","53329052",NA
748148,"5-iodo-2-{[(2)-3-(2-chlorophenyl)prop-2-enoyl]amino}benz...","53329762","53329762",NA
748253,"7-benzyl-5,7-dihydro-4h-isoxazolo[5,4-e]isoindole","54613102","54613102",NA
748254,"7-(4-methoxybenzyl)-5,7-dihydro-4h-isoxazolo[5,4-e]isoin...","54613103","54613103",NA
748260,"7-benzyl-6-phenyl-5,7-dihydro-4h-isoxazolo[5,4-e]isoindole","54613108","54613108",NA
748261,"7-(4-methoxybenzyl)-6-phenyl-5,7-dihydro-4h-isoxazolo[5,...","54613109","54613109",NA
748262,"N-[(E)-(2,4-dihydroxyphenyl)methylideneamino]-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968269","135968269",NA
748263,"N-[(E)-(3-ethoxy-2-hydroxyphenyl)methylideneamino]-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968270","135968270",NA
748264,"N-[(E)-(2,4-dihydroxyphenyl)methylideneamino]-4-methoxy-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968271","135968271",NA
748265,"N-[(E)-[4-(diethylamino)-2-hydroxyphenyl]methylideneamino]-2-[4-[[2-(trifluoromethyl)pyridin-4-yl]amino]phenyl]acetamide","135968280","135968280",NA
748266,"[5-Amino-3-(2-methoxyphenyl)imidazol-4-yl]-(3,4,5-trimethoxyphenyl)methanone","54613334","54613334",NA
748289,"(10S)-3,10-dimethyl-8-methylsulfanyl-4-phenyl-5-(3-piperidin-1-ylpropyl)-5,7,9,13-tetrazatricyclo[7.4.0.02,6]trideca-1(13),2(6),3,7-tetraen-12-one","54613121","54613121",NA
748337,"3-(benzo[d]oxazol-2-yl)-5-(1-(piperidin-4-yl)-1h-pyrazol...","49798416","49798416",NA
748378,"[1-(4-Chlorophenyl)-4-hydroxypyrazol-3-yl]-(3,5-dimethylpyrazol-1-yl)methanone","46884875","46884875",NA
748381,"1-[1-(4-Chlorophenyl)-4-hydroxypyrazole-3-carbonyl]pyrazolidine-3,5-dione","46884877","46884877",NA
748382,"5-Amino-1-[1-(4-chlorophenyl)-4-hydroxypyrazole-3-carbonyl]pyrazole-4-carbonitrile","46865790","46865790",NA
748383,"[1-(4-Chlorophenyl)-4-hydroxypyrazol-3-yl]-(3-methyl-4,5-dihydrobenzo[g]indazol-2-yl)methanone","46865789","46865789",NA
748389,"tris-n,n,n-{[3-(3-hydroxy-2-oxo-2h-pyridin-1-yl)-propyl]...","54613677","54613677",NA
748392,"5-methyl-N-piperidin-4-yl-10H-indolo[3,2-b]quinolin-5-ium-11-amine;chloride;hydrochloride","54612840","54612840",NA
748393,"N',N'-diethyl-N-(5-methyl-10H-indolo[3,2-b]quinolin-5-ium-11-yl)butane-1,4-diamine;chloride;hydrochloride","54612841","54612841",NA
748394,"5-methyl-N-(4-piperidin-1-ylphenyl)-10H-indolo[3,2-b]quinolin-5-ium-11-amine;chloride","51051406","51051406",NA
748399,"(4-methoxyphenyl)-(4,5,6-trimethoxy-1H-indol-2-yl)methanone","51032645","51032645",NA
748403,"N-(4-methoxyphenyl)-N,5-dimethylfuro[2,3-d]pyrimidin-4-a...","44555430","440795431",NA
748404,"5-(4-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)-4,5-dihydro-1H-pyrazole","49865894","49865894",NA
748494,"3-[5-amino-3-(4-chlorophenyl)pyrazol-1-yl]-6-[(E)-2-(furan-2-yl)ethenyl]-4H-1,2,4-triazin-5-one","135968229","135968229",NA
748497,"KH-CARB13","54613583","54613583",NA
748498,"(3Z)-6,7-Dichloro-3-[(3,5-dibromo-4-hydroxyphenyl)methylidene]-1H-indol-2-one","45486324","45486324",NA
748512,"STL335698","5710552","5710552",NA
748533,"1-[2-(3-Chlorophenyl)-2-oxoethyl]-2-acetylbenzimidazole","46911792","46911792",NA
748541,"1-methylene-2-(4-methoxybenzyl)-3-(3-chlorophenyl)-1,2-d...","54613563","54613563",NA
748559,"4-(4-chlorophenyl)-1-3-[(e)-3-(4-hydroxy-3-methoxyphenyl...","46919707","46919707",NA
748560,"1-3-[(e)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]pheny...","46919706","46919706",NA
748561,"1-3-[(e)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]pheny...","46919705","46919705",NA
748583,"ChemDiv3_000482","3110612","3110612",NA
748641,"S-allylthio mercaptopurine riboside","54613413","54613413",NA
748642,"S-allylthio 6mercaptopurine","54613414","54613414",NA
748643,"mitaplatin",NA,"131408384",NA
748653,"methyl 2,3-di-o-benzyl-6-deoxy-6-(3-iodobenzoylamino)-4-...","54612763","54612763",NA
748668,"4-[4-(Diethylamino)phenyl]-2-morpholin-4-yl-6-(3,4,5-trimethoxyphenyl)pyridine-3-carbonitrile","54613256","54613256",NA
748669,"N-[(E)-(2-hydroxyphenyl)methylideneamino]-2-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968233","135968233",NA
748671,"N-[(E)-(3-ethoxy-2-hydroxyphenyl)methylideneamino]-2-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","135968235","135968235",NA
748673,"N-[(E)-(2-hydroxyphenyl)methylideneamino]-2-[4-[[2-(trifluoromethyl)pyridin-4-yl]amino]phenyl]acetamide","135968237","135968237",NA
748674,"N-[(E)-(3-ethoxy-2-hydroxyphenyl)methylideneamino]-2-[4-[[2-(trifluoromethyl)pyridin-4-yl]amino]phenyl]acetamide","135968238","135968238",NA
748695,"eeyarestatin i (eer-1: n'-(4-chlorophenyl)-n-[3-(4-chlor...","23947580","23947580",NA
748705,"N-(5-chloro-2-hydroxyphenyl)-2-[4-[[2-(trifluoromethyl)pyridin-4-yl]amino]phenyl]acetamide","54612914","54612914",NA
748707,"2-Morpholin-4-yl-4-thiophen-2-yl-6-(3,4,5-trimethoxyphenyl)pyridine-3-carbonitrile","54613336","54613336",NA
748708,"N-(2-hydroxyphenyl)-4-[[[2-(trifluoromethyl)pyridin-4-yl]amino]methyl]benzamide","54613337","54613337",NA
748712,"N-(2-hydroxy-5-methylphenyl)-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","54613407","54613407",NA
748713,"N-(5-chloro-2-hydroxyphenyl)-3-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide","54613408","54613408",NA
748715,"N-(2-hydroxy-5-methylphenyl)-4-[[[2-(trifluoromethyl)pyridin-4-yl]amino]methyl]benzamide","54613415","54613415",NA
748717,"Ethyl 3-acetyl-1-oxido-4-oxo-2-(trifluoromethyl)quinoxalin-4-ium-6-carboxylate","54613595","54613595",NA
748722,"NUGXXGLKPAJMEO-UHFFFAOYSA-N","24765668","24765668",NA
748723,"WEQZEPJNZZNZTG-UHFFFAOYSA-N","24765568","24765568",NA
