cellminer_compound_name,display_name,compound_id,
sb-224289,sb-224289,e6bbdd1142ce302b0f19e319e8383487,
GW-9508,gw9508,9f885cf50f4a548202f2cb3a49ee90b5,
Maslinic acid,maslinic acid,62b6b8ebe6e795f9ff6e7d4b843bef03,
JNJ-7706621,jnj-7706621,c953744ef573f7d3b0bf0dea1a2b8917,
Ncgc00346543,bix-02188,914f9b4bfb1d1e068d5c60a7bf26493d,
Cerulenin,cerulenin,57ea429e06b0424b53431abb9c98342f,
(+/-)-canadine hcl,canadine,6feeaf405356498dee087f8539147da2,
PD-173074,pd-173074,10fa252b3d8a6b55a448113e47479915,
Zm-447439,zm-447439,3ac11825966ca79664093d7866873887,
PF-03716556,pf-03716556,cc271b94f3087bef3ee0c926c8bfc2de,
HONOKIOL,honokiol,4886bc0b6d52d10da0f42bda78474036,
KU-60019,ku-60019,b41eaacfe485178856667e1f93ce650f,
GLPG0187,glpg0187,011396763b3ec37fd33cdbf2c7bfbbd9,
AMD-3465,amd-3465,fe800dfa2e48044c54b0eeb58c29f3fe,
Shikonin,shikonin,5b6cddd48e985aad252a9889bba703b8,
ASARININ,sesamin,c372a27cccb3346c6d08f427b2c0befe,
Sb-265610,sb-265610,cd729b29855866c030314eba8baf7f9e,
Hordenine,hordenine,1dbee12b12a8c65c1ffb238091287740,
CGS-21680,cgs-21680,a7a901cab40305875f32e14cf65d89f6,
Mrt-67307,mrt-67307,5d7e3185f09647c0b04824b423793903,
Evodiamine,evodiamine,7bd9e87cf6c0fd6704b3d3a76d646273,
Jnj-42041935,jnj-42041935,7ed8f0b2fdf3dc00aa3a5047d2061775,
Salidroside,salidroside,1ae5e4cdaeeb5c1ed5c2cf995b0f06be,
BILOBALIDE,bilobalide,96a14067b3f22fe6984b81f28bfcef20,
Dioscin,dioscin,d567cfaf1b5aad38c9c394d747df9a19,
M-475271,m-475271,5712654aeedb05b1f836e628fc33391f,
WZ-4002,wz-4002,4466d23061f1663f6e5e7633fd159afd,
TAE-684,tae-684,12e09cbbcff54e3c9f1add92413082cc,
HEMATOXYLIN,hematoxylin,d956fa3e5d22220d2a36c7aaf53af337,
ON-123300,on-123300,a41377610a10ebf902324e767452df78,
SB590885,sb-590885,9c4136fa77db50fdcca9bfccce84f0ec,
ADW-742,adw-742,443abc8494357d747bdfba32e17f7e97,
SRT1720,srt-1720,1932e6a26e00eaf30751c122fa8e7c2a,
Stemregenin 1,stemregenin 1,ab2127574ce1417805beab8fc0e3f2cd,
Tyrphostin,ag-1478,929fcf4d9d8dc052cdb2a72bc584901d,
ALOE-EMODIN,aloe-emodin,6693426f2310ec7731e4a32c0eaf77bc,
Limoni,limonin,175832d99f11dece5952162865e1169a,
LY-294002,ly-294002,741672e46bde10dcdf0f65692da8955e,
Ap-26113,ap-26113,4259fbf4a3104f0e960ec0401fae2b74,
PICEATANNOL,piceatannol,135e4c56bb2de9dc3d1e79200835da37,
C-75,c-75,e712abbd044c0343fb6df805dc0c7293,
GW-4064X,gw-4064x,daf6b507b5d90b48c581f3f7bac6afb3,
A922500,a-922500,6849fd918bf05a2a30d8f1b8ce4a17da,
LG100268,lg-100268,b183264fbe00a7594786583fa118ffad,
Kartogenin,kartogenin,bb9fbdd38209efe54702377ee74b4e79,
GENISTIN,genistin,2afc2f00f99adbdc7c257dbc5a9c6d92,
Cucurbitacin I,cucurbitacin i,93c6c4c750eec370637f7230666bf514,
Azalomycin-b,azalomycin-b,b1a59819ef71840eb9a3581f2c64b59b,
J113397,j-113397,970db2083f5377d7c98850d9a2609541,
AZ 11645373,az-11645373,46cbd3b16139a6c0204e2521390933d4,
CALPEPTIN,calpeptin,223459371431225244b64626801f0044,
gsk2578215a,gsk-2578215a,06353790cbb8fc9ec9b88c0f0b7df2c1,
SB-431542,sb-431542,66073edea6b91220da7159363d476fa2,
Embelin,embelin,8239ab5984247203cecbac9b962d7bf1,
Ipa-3,ipa-3,0390125b3512098d6016e1170cbe2a44,
"Vitas-m laboratory,stk802504",sclareolide,4f98ac42843241fb5025529fdfb1f97f,
CVT-313,cvt-313,e7e9a222f592c3235513d7ca3ee13412,
Shikimic acid,shikimic acid,d9e0a5e49e72d346f77cdf43b10ae4e4,
UNC-0638,unc-0638,99d96ef6474a05fdfe61470bae4475ee,
PD-198306,pd-198306,b324f420a4238f559b3f6ee9387e8914,
LEONTINE,matrine,b0c2427037604f57816c61ecbc5b665b,
SB-202190,sb-202190,30f9cbd5e048ae7efd8fdb715f17bcb9,
4-Demethylepipodophyllotoxin,4'-demethylepipodophyllotoxin,7b9a11227535d9dc4a582d7699e6d99d,
pd-168393,pd-168393,dbd99b47545d0c304a4d80d3a3615e97,
(-)-Blebbistatin,(-)-blebbistatin,12c950a2a5bfe8c3da31042aa9c09438,
Y-27632,y-27632,5885dadd2fb5b5ac0dbf148d910a6e17,
Reversine,reversine,bff77164b6cd48adb4add4cd47ec7b56,
A-770041,a-770041,6b127a04035ead36e4bcb2e1660085bf,
PF-3845,pf-3845,d03b74de6493fb969f14f46f609af659,
CP-91149,cp-91149,d7c07e497ff9091d5634dbb159bb5dd3,
Vinorelbine tartrate,vinorelbine tartrate,8c8da053b493f7e99b6aff73e7a976e1,
Pantoprazole,pantoprazole,e600dd7a6e39c1bc681869bcca5b8064,
Erythromycin,erythromycin,825b5507bd07ffc0ac58ea131afae29f,
Binimetinib,binimetinib,3c6903c87ec1d48f7348a757a3536804,
Abemaciclib,abemaciclib,fed69825469a01c9d446d6ec39784bdb,
Norgestrel-(-)-d,levonorgestrel,81ea889f7a36cd4d8d5f0199f97e15f6,
PROGESTERONE,progesterone,9cf85ca0befa86cd9060c6de13438927,
Warfarin sodium,warfarin,5baf01f96109bed1a0a799cb54764d17,
Valproate sodium,valproic acid,32943a043e76f69856ac45f860faa34a,
Metformin,metformin hydrochloride,641fbbffede28677de404248558236b3,
Diltiazem hydrochloride,diltiazem hydrochloride,88eb6b39fbb1a071aa3115f50740e9d8,
Aspirin,aspirin,42e161532db9283279d553c0a3f885ed,
Clotrimazole,clotrimazole,d362db90d2283e76f9ec11114a61e6c4,
Esomeprazole magnesium dihydrate,esomeprazole magnesium dihydrate,6b03ca340c1e834cb0b0de7fc2cdd6d4,
Hydroxocobalamin,hydroxocobalamin,757649614711bd7c6f7fb85a74ce4d93,
Auranofin,auranofin,050b0bca7cc720fc3fb914457e73ad1d,
Bleomycin sulfate,bleomycin sulfate,353d28d4c1b83c3213ff0db884ca50e2,
Carboplatin,carboplatin,959d38628699c2921380f33547250a97,
Cis-dichlorodiamine platinum,cisplatin,f19440eb4d21186bbe222b3d81c42fd4,
Ixazomib citrate,mln-9708,12b5852e5ad355351dc7da5365ef6c16,
Mithramycin,mithramycin,75af342fdeb813317bb40ac0ae3a6406,
ALACEPRIL,alacepril,001746f2b55a1cdc4f286bd7454b0d95,
Carbazochrome sodium sulfonate,carbazochrome sodium sulfonate,a089b6d2724691356dcca0cafd81a8e7,
Tiotropium bromide,tiotropium bromide,ae10b95457e9e90ca15d68321e5e3fc1,
Pregnenolone,pregnenolone,ef16020c9e95c813e55899b4c3006f4c,
Venetoclax,venetoclax,fefa2b8240ccf80766b4a4a8a74730bb,
Sumatriptan succinate,sumatriptan succinate,abc01756f9731e67319a7e1c7a13c0b6,
Loteprednol etabonate,loteprednol etabonate,1d062d1a66b7dcc2d851f469f2ba8728,
Vancomycin hydrochloride,vancomycin hydrochloride,c2f0b0cd5b7c7618d248277f70ab2997,
Abametapir,abametapir,755c6d3d682e58ab5820574301e3b589,
Ethosuximide,ethosuximide,ccbb71d8851e9176babdc11871d28ee8,
OSELTAMIVIR PHOSPHATE,oseltamivir phosphate,8de171177754ce2462fdfd21c7ff02e7,
Acetylcysteine,acetylcysteine,21d77d5ad6f1b049d7f6c8aacead10e7,
17 alpha-propionate,clascoterone,cc2a652f5024d0d144a5c318db216567,
Ingenol mebutate,ingenol mebutate,78c99d1e3778028ac5d0e010225e97c7,
Spectinomycin hydrochloride,spectinomycin hydrochloride,7b0f17fa93f4b7d079b03c341a3234c4,
Idarubicin hydrochloride,idarubicin hydrochloride,3f1fefa7fbadaf3bb79e6385825ca173,
GILTERITINIB,gilteritinib,47b38a8941231d8aa0e2f238cedce0ae,
Quizartinib,quizartinib,26ea707a1bcb96f384005d8506216c7c,
Adapalene,adapalene,bffe58f8f536debfac963451c8f73f82,
Naltrexone hydrochloride,naltrexone hydrochloride,c0e29ca321fbd5fb36825ac51651d67a,
Alectinib (CH5424802),alectinib,aa68c6959944c9bb14044c7675f471a5,
ALENDRONATE SODIUM,alendronate sodium,0226835f50876e718ed90d2ba66bcfe7,
Aliskiren hemifumarate,aliskiren,64c7f50dc99fb1235e95d9f981fa412e,
Brigatinib,brigatinib,13207c47f00e2043c980c63dba882207,
Olopatadine,olopatadine hydrochloride,fade65762cb9a12c795fc1ac123ac183,
Clemizol,clemizole hydrochloride,7ae2ce1ab64abeed119eb9a7c03c6823,
Allopurinol,allopurinol,03a7a6250495d0e2b252b3441b306e19,
Alpelisib,alpelisib,5335fcbc1288ff338c413daea74e7585,
Kinetin,kinetin,1d16d887006c4ebe97094a2730aba2b1,
Ambrisentan,ambrisentan,4f1633fd290e35fa43df7b223db14a1d,
Amoxicillin sodium,amoxicillin sodium,774fb15e84339bdac99dd492ff91f647,
Riluzole,riluzole,240286406f76157b57fc1900b00dff5a,
Acyclovir,acyclovir,81c1e1ee327102318cd41ddbdc756a79,
Anagrelide hydrochloride,anagrelide,b151e1677e7c6c091a3e202edce7ffc6,
Anastrozole,anastrozole,f55973ea3cfc67c88c9fe3ef32c94429,
Finasteride,finasteride,c7c34c7f59ce4cc0465b27bb101adc47,
17-beta-estradiol,estradiol,2e239b5111f95980e2d6c65f02331bed,
Alprostadil,alprostadil,73d7bcbac80fb340cdf3ec1da22605c6,
Verapamil,verapamil hcl,635151f5b5e813ad514d56f7b996ca3f,
Stanozolol,stanozolol,48340cb9f09d3e45d1545326c359c69f,
Sulindac,sulindac,4c07c00b6435b228383049e548970d9a,
Fomepizole,fomepizole,23bfc27e2f5fc53bf38283ffeedfb539,
Apixaban,apixaban,3f39066fb216eb9f940608d67e0b7c5c,
Argatroban monohydrate,argatroban,9f40b2114a81e00b366e0e29f0d67a8c,
Aripiprazole,aripiprazole,6cb1df9df290eead74d329c6d5598fe3,
Sotalol,sotalol hydrochloride,cb21f74393a831daa8bc5bca5a87f2fd,
Artemether,artemether,b2b77cf45b400725ff2a3a4c938c5a91,
"Sequoia research products ltd.,srp073035a",artesunate,e011d4a8e776f754e0a958567d3c3480,
DEXAMETHASONE,betamethasone,9e81b60aed434e2291c5ec901c6146bf,
Telotristat Etiprate (LX 1606 Hippurate),telotristat etiprate,d1faaec2363adcc18082e01904282f60,
Repaglinide,repaglinide,613ed360028c23964e2b7a8e89618f08,
ZILEUTON,zileuton,259620f958d96b03192f0104fe14379e,
ATORVASTATIN CALCIUM,atorvastatin,05b971d943e94f52013948f0ebe60f98,
Dronedarone hydrochloride,dronedarone,9eda24a8798f7cfbb05ee062373144a3,
Dofetilide,dofetilide,ad7702c21c9ab7858c1f01612fda8580,
Ibutilide fumarate,ibutilide fumarate,dbafdab4054324f6d2bb76dfcf76561a,
Azathioprine,azathioprine,d6091dcc2b5d5dba425ccbe031e7cdbd,
Azithromycin,azithromycin,d964ee873c4d3472d33fd6cd713da31f,
SULFAPHENAZOLE,sulfaphenazole,f73e87e3d33c898d87a5bb2952de1694,
Chloramphenicol,chloramphenicol,33f0bcd89da966240f0dac7c20dbd84c,
Cephradine,cephradine,de2e4642185566febc3c96bac25a4fdd,
BELINOSTAT,belinostat,72c98bfb5370770526faef0b4d0eb595,
BENAZEPRIL HYDROCHLORIDE,benazepril hydrochloride,53949f8e94d58b4adc8995c233b3f44c,
BENDAMUSTINE,bendamustine,ed5d39d8584a37fbdac2ce6933c4d84b,
Cialis,tadalafil,6a94047d8ab78ed3a9e9a02343678cc1,
Betaine hydrochloride,betaine hydrochloride,15b68503e94d1152163a87831fce94bb,
Deferasirox,deferasirox,07fa2fdc32ac94dd81ab6072bdb206fb,
Bimatoprost,bimatoprost,ce1dacd3420f817da3f3e3540836155b,
Uridine,uridine,b5665238e68e766cce240e1231dbb1a7,
Asenapine,asenapine,924dbd5eda4ace853dd6a6fb6199160e,
Valrubicin,valrubicin,c3ec91902e747d5c807e8ecffc19b342,
Bortezomib,bortezomib,e73de647cb5698a37eefebc78ef5ee44,
Telbivudine,telbivudine,29421f1cbb6bd542f306f7717c1d8efd,
Fluorouracil,fluorouracil,b090ca07b14ff05a50943ea407c627b4,
Budesonide,budesonide,bfda491702e0044bf19ca958c0560fe5,
Bupropion hydrochloride,bupropion hydrochloride,accb57f643131bfa244c8bc1ad3d7962,
CABOZANTINIB S-MALATE,cabozantinib,4e7b4bc1f3615ae31f4e6c327a73095d,
Caffeine,caffeine,6413c19a67780d1c156d309a8873d814,
CARBIDOPA,carbidopa,9cc3b934a093a0bb83f515a2ba2f4c57,
ESTRAMUSTINE PHOSPHATE,estramustine phosphate,3f0299403ba072ee124de5acea572ba3,
NIACINAMIDE,niacinamide,bc68715237013af9429b4aa22fe3624c,
PRASUGREL,prasugrel,4d788dca7c4943959de54eb136617b59,
Carfilzomib,carfilzomib,e4cee03f1311c2aa103d164e7813f5a8,
Carisoprodol,carisoprodol,fd2b19c9d0eaa8c23fcef04bdced57a3,
CARVEDILOL,carvedilol,8739174fc330d023ac22a5ffb5be61fb,
KX-01,kx-01,97e9566a610f4b3406c30058672ca67f,
Enzalutamide,enzalutamide,fb8945a0aefa5ec3a974a561c148b497,
CEFDINIR,cefdinir,1cff2243ec42676ac3e38ac616f065cc,
Celecoxib,celecoxib,320e24aa75e8c2e3a82dd4ace0fde429,
CEPHALEXIN HYDROCHLORIDE,cephalexin,8d542ef16caf85eb66fc27f30a28ceb4,
LDK-378,ceritinib,a58b93816fbdd5c86cf37e7dba84f9d3,
Chenodeoxycholic acid,ursodiol,fd53bc460968a61beea44e76a60c5735,
CHLORHEXIDINE HYDROCHLORIDE,chlorhexidine,e21a3e069ae0756d097f0ec11445954a,
CHLOROQUINE SULPHATE,chloroquine,47fa51c9a5b2c84686c8f7db93649323,
CHLOROTHIAZIDE SODIUM,chlorothiazide,f06f4bceef41da6a92d83a6a7338085a,
ERDAFITINIB,erdafitinib,04eb665213f8ccb65d7a446d924a01d1,
Disulfiram,disulfiram,81fee533522ceb6dda362b3ca7a2b695,
Methacycline hydrochloride,methacycline hydrochloride,9591934d13c96410fb3e5426bad634c8,
Sofosbuvir,sofosbuvir,6b9fc55163d9c0337f85985d9facec65,
FLUDARABINE,fludarabine,46aa7a7e5e1832fabbdea2e3f8268814,
Acalabrutinib,acalabrutinib,a512f6c13fd408b45c94391d66d90c36,
cytarabine,cytarabine,2944c37a88f88ff3a48a05b6e8cf5206,
BUSULFAN,busulfan,e973687fea7834f538c7f5a9a7e03be7,
ROFLUMILAST,roflumilast,406972d5043d5d9c0253a24a84131a76,
Ciprofloxacin,ciprofloxacin,f1a08f4a5e78f304290566d3b082627f,
Clonidine hydrochloride,clonidine,cd6fcd0261b3c0c78f685ba902a63238,
Clopidogrel hydrogen sulfate,clopidogrel bisulfate,896ca8d5f6dbb8c9e3042db23949216a,
Colchicine,colchicine,f2bb9172fd5e4a3a03c9424608189bdf,
LUBIPROSTONE,lubiprostone,92b7458856171c379da0d238d71b9a55,
TEGASEROD,tegaserod maleate,fc18a702a9dd284060f2d2b3f07b9300,
Meglumine,meglumine,f4d0a0416a2759369d01d9b03dc00280,
Fluocinonide,fluocinonide,845db0f7f82e3b387658696b14c91214,
Fluticasone propionate,fluticasone propionate,cb22b63e14769291f007c3c1d58fc774,
Bexarotene,bexarotene,5e51de24d2a3eff0d7b9b209c4eb2075,
Cyclobenzaprine,cyclobenzaprine hydrochloride,73bc93c6792a1aa17883fafc7c9db036,
CYCLOPHOSPHAMIDE,cyclophosphamide,a2905de2da76a2922cdcd6541bfb55bb,
Cyclosporine,cyclosporine,cc93eceb3ad420fb1bfdfe1543de2671,
IVACAFTOR,ivacaftor,d1ded21a8785de2e65e68dd50de7735b,
Dabigatran etexilate,dabigatran etexilate,4bdcede7e046cc4f03cda2aaa3a04da9,
5-aza-2 -deoxycytidine,decitabine,f42990faebb4b9b8b5e89b5c0b67a28d,
Dabigatran,dabigatran,fbd329cc5b51cde92b3548c140cd50d5,
Deflazacort,deflazacort,52422ea175999aba72305cdfc5c85203,
PROCHLORPERAZINE EDISYLATE,prochlorperazine,49bc483cad10d967137d591f97ebd53f,
Phenelzine sulfate,phenelzine sulfate,17aba255ce75b7c0e792381a525e82fc,
DEXAMETHASONE VALARATE,betamethasone valerate,edee68b963f872173b9e5e9db8f1123b,
(+)-chlorpheniramine maleate,chlor-trimeton,e611d51bae5ca72cfb582d181d91f3a6,
Dhea,prasterone,70cb8ba9f245931aaff910bc1b4d0080,
Methscopolamine (bromide),(-)-scopolamine methyl bromide,c74f898d238d453985d8aa0f7377aff1,
Diphenhydramine hydrochloride,diphenhydramine hydrochloride,75d386d47379f696bb69c21e89e2a718,
Masitinib,masitinib,48be8525e7577294aa99272986a85b23,
572   1349572   gsk-1349572a   s-349572   s/gsk-1349572   dolutegravir sodium (prop innm,dolutegravir,06b841eba335b20809b90e38bcb4dfde,
Doripenem,doripenem,d4241f785998fdba6dff0d7751bd5773,
DOXAZOSIN MESYLATE,doxazosin mesylate,84946b00b669db0102f171185253babf,
DOXYCYCLINE HYDROCHLORIDE,doxycycline,02817a0895dec2e04cab3d221b092e60,
Drospirenone,drospirenone,c52a1eaa28f1135a500bccfcf9dcf248,
Duvelisib,duvelisib,0cc471443d1366c9c522fc19e2c3a97c,
Elvitegravir,elvitegravir,cfd81c7d9d7c256a4b22448d049e6dd2,
Emtricitabine,emtricitabine,f3f1092bd32378661e79a8114792f8c8,
Ethisterone,ethisterone,406940bf0ff76041b414b78b1b5f8784,
Entrectinib,entrectinib,48e07b46a280b55019294094e0c78d76,
EPINEPHRINE,epinephrine,eac7b0e735a15a0dd95b90719e673f50,
VARDENAFIL,vardenafil,065b5946baf24498ba5424b1f2fe8ab8,
Erlotinib hydrochloride,erlotinib,87eafa71a802c060ec100e899df47511,
Thalidomide,thalidomide,b25b31a0cdd8b8befb37d3ad9409d3de,
ESOMEPRAZOLE SODIUM,omeprazole,289430b4ea947a0e9752cd8f81f3f0bb,
Voriconazole,voriconazole,6bd399de4691a48ca6fbbd9ffe1064da,
Exemestane,exemestane,c09a79ddd30a9cb0e6cc8dd88183c3f3,
Zopiclone,zopiclone,b768809dd5ffd12a5d3f5968a2fe7b98,
Everolimus,everolimus,a572730f0cde9d74582e4c3c8c0584ed,
Chloramphenicol palmitate,chloramphenicol palmitate,893b7e39fac4b1299ff861723e745132,
Ezetimibe,ezetimibe,a3d3db6771248a66ecf7cb3761bc7cda,
Tazarotene,tazarotene,c8776f78d8912d184c996ad59f82dbf6,
Eflornithine hydrochloride,eflornithine hydrochloride,fad8d087a058ddea75da47c1b8689770,
FAMOTIDINE,famotidine,9ab2ea963a26e41874e4513a06e41a75,
Fenofibrate,fenofibrate,097a0d4fac660feabd5591d7263b8287,
Duloxetine hcl,duloxetine hydrochloride,1d9d5dc612bdb6e9f7217683c810690d,
Fingolimod hydrochloride,fingolimod hydrochloride,24fb64ab011b9e9b4ff63d67fb833a8e,
Fluconazole,fluconazole,df9c6701cd025752f537f17493d2fcb9,
Flurbiprofen,flurbiprofen,86a18f43905a0b9d25bb7a78e2433288,
Fluticasone furoate,fluticasone furoate,c23679e133dc37c1efe1e56e3e72307f,
ETODOLAC,etodolac,9ec8494a4e74b89ef602307d022b61e2,
Diclofenamide,dichlorphenamide,1d5bbed1fc5ece0cd50d86c3513dc0e6,
Levamisole hydrochloride,tetramisole hydrochloride,59fc262caedce28a567ebed829e9f41c,
Crotamiton,crotamiton,ab852b06862e7da4e4cb555e618e52c9,
Eplerenone,eplerenone,ba803462aab1310caddbcba7b9b0facb,
Ganciclovir,ganciclovir,7f8fa71f0faa19064e2381ddac8f07c3,
Rocuronium,rocuronium bromide,eb8c0a10ddfcbe5aafce010f60378e0d,
Fluphenazine dihydrochloride,fluphenazine hydrochloride,9ebc34746452c9dc31a27934af8769de,
HYDROXYUREA,hydroxyurea,bb26857f28ef751ddde0e0be287d613a,
Estrone,estrone,33e92fcfe6f98e9f927d8e8509c10dde,
Orlistat(synthesis),orlistat,8df69633935f07240b4b1fc4a9e875ff,
Floxuridine,floxuridine,de6bf4241cb0d49c7eec295d73f2afb1,
CLOFIBRATE,clofibrate,77b1d5ce66ebf1fcd16e0fa1ec40dc98,
POSACONAZOLE,posaconazole,664a0c821e09403968644878e3e32598,
Dexrazoxane hydrochloride,dexrazoxane hydrochloride,50bc5522db77429871fc143b15d3b6d2,
Dyphylline,dyphylline,69d02b783122e0806d22836f56381654,
6-mercaptopurine,mercaptopurine,d84d2dbabc584570365895c770b99305,
Tioguanine,tioguanine,c17c8410f7ddc610c9a49c9173252adc,
DAUNORUBICIN CITRATE,daunorubicin,d726ec5ddf94a222e6cfebacd8b44cc8,
Ag-494,ketoprofen,c66d74689a9e3e6a68613ba1be2786e2,
Amantadine,amantadine hydrochloride,6de788db760cf224bf3bc16ded941f3c,
Flumazenil,flumazenil,04f4e2cc2234860f954b8aae68cb016f,
Gefitinib,gefitinib,d8698a98b97fefabcbd4e850c38163e3,
LOPERAMIDE HYDROCHLORIDE,loperamide,eb675c30267bced76933b57bfd36b7fc,
Dopamine,dopamine hydrochloride,88aa930b4d0ff8644a3c3fe1b8a07bda,
FENOLDOPAM BROMIDE,fenoldopam,e00f938e5182c5526763d477fdefdbcf,
Pyrazinamide,pyrazinamide,e835eb2650988681cb31f5e5a07101b7,
Butoconazole nitrate,butoconazole nitrate,17d90ee75725a16ced5ba8d80bedd39f,
Tioconazole,tioconazole,ad1b4c676181877daf54c3bde6befe36,
ACAMPROSATE CALCIUM,acamprosate calcium,a88fd616dd809d54064d87d21e7d513d,
Eprosartan,eprosartan mesylate,e8f556a40ad193088c23e52292cd2738,
Betaxolol,betaxolol,6605321deda6be3731fc04bdf9723d4a,
ISRADIPINE,isradipine,439de798a42e9061f5acaf57ff728143,
RAMIPRIL,ramipril,1eb5109ed7fc687cc3eef26e4133daf0,
CROMOLYN,cromolyn sodium,c16a49840e6bbd6fb639b205efaedc41,
Leflunomide,leflunomide,3f3f5d44997b09d669ccafb4bab26ef4,
MIFEPRISTONE,mifepristone,3510f201e09b021cdc8b4d4a850f31c4,
Nitrogen mustard hcl,mechlorethamine,b0f632e68a6ec22c8ce12c9dadb4b06f,
Tacrine hydrochloride,tacrine hydrochloride,d061437fe9923fb5bd2610e141a61835,
Melphalan,melphalan,ebb2e50d3d949a580e7c0b4ce96e62c5,
ZANAMIVIR TFA,zanamivir,a4879c4b3f848d4c167e134ec869bc82,
Rifabutin,rifabutin,21aaac3e10471349f880a61c0801fe56,
Aprepitant,aprepitant,12e18230239dd7b21be83f220db1efde,
Granisetron (ab-1001),granisetron hydrochloride,6995e03dbd8955255c5fb9a700844908,
ZAFIRLUKAST,zafirlukast,2a55bab23280caeadf26024bdd7362bd,
Rimantadine,rimantadine,f6b28b5e17e691ed1b980a504a67f261,
Mycophenolic acid,mycophenolic acid,e04289b4a63d3f8a50fad28f191c7ec3,
Rapamycin,sirolimus,af7e8fbce06e2d397af1e3523b01f0d8,
ALFUZOSIN HYDROCHLORIDE,alfuzosin hydrochloride,6cdc1018be0615680387101df04a8ffa,
Clemastine fumarate,clemastine fumarate,9012bcdf8cfb24e3ca0fe44ad65a3d40,
DESONIDE,desonide,9e44c97ad6185bf731cb71cf6417b16d,
Cortisone acetate,cortisone acetate,465d410e1ec7ab6a3ce5e3dccbf1eb80,
15(r)-prostaglandin e2,dinoprostone,3d9d6469b66f7108f6d31597edc0a321,
Imiquimod,imiquimod,8389a834cb2ae8b8d71629e6a99f3083,
Docosanol,docosanol,7e04856706d175e77ee0a96dadb43a76,
Flucytosine,flucytosine,5ca79a1c1c8c3c5c668ac92e7ac3c729,
DEXRABEPRAZOLE,rabeprazole,9c735812f74db6e23ff37e6e6eff53cf,
Cladribine,cladribine,5d262e51341fabdce516792d7d2027b5,
Famciclovir,famciclovir,cc258781e6c88fca738f656c0b52f285,
Almotriptan,almotriptan,df1bcfd30695313e08c93e014ceed769,
Bethanechol,bethanechol chloride,63ada474e638bebe6d7983fceb98453a,
Temozolomide,temozolomide,73ee3758d47dbe425da322254b2571ea,
Enoxacin,enoxacin,a8d356aeea4f96046e32fe65cdc20451,
Sparfloxacin,sparfloxacin,c8132c9b6b77f3bbd0fe8bf4d12bc3fc,
Topotecan hydrochloride,topotecan hydrochloride,975ad664bbe5689e720b3910202dc5de,
Sunitinib,sunitinib malate,adcc17c57efe2d59a6024d623533d825,
pyridine-4-carbohydrazide,isoniazid,2ef80029cc71d62722868df4b034fe2c,
Megestrol acetate,megestrol acetate,08e23bdb1315a2c0d74e0679ec26b5b9,
Trifluoperazine dihydrochloride,trifluoperazine hydrochloride,4fc2b2874de0d6f05e5864fb83fd78b1,
Riboflavin,riboflavin,27cb20ff49464d230539e452c89537b4,
Gentian violet,gentian violet,42d564e594495a99d016988552b89f45,
Linezolid,linezolid,5be1b2b107b24ff5f7c5e21bb37b7a36,
LOMEFLOXACIN,lomefloxacin hydrochloride,88580456d17b2736f045e9e84b51a9c5,
CARMUSTINE,carmustine,adbf40b3f332dc0df8bb18981f22d8fe,
(S)-GATIFLOXACIN,gatifloxacin,fe2433287adce46af11b2077a967a818,
Loracarbef,cefaclor,a4273fdd0a10f6c72a212bcdbb267cfe,
Cidofovir,cidofovir,2d0dcfb0e5d97ff409ddd4861b94cef2,
Daptomycin,daptomycin,e4391c76313383d45931cb7c4497bf9d,
POLYMER OF SULFASALAZINE,sulfasalazine,1066804d5d3842b91a29a0556ff0cc40,
Vorinostat,vorinostat,367b9bcef7eaec9b05bfc9c027333e82,
Romidepsin,romidepsin,8e3d7a686bf7725b6901684af297c357,
Escitalopram oxalate,citalopram hydrobromide,7e3ab735e571476c2dcde71cb5897ebe,
Sulfapyridine,sulfapyridine,767cedd415b501c29e7ec7f3b177235f,
BUMETANIDE,bumetanide,06cca2bd24ba2e9ee1117ea3a0db360d,
Pyrantel pamoate,pyrantel pamoate,a722dda34db33f1bc09a9253f9ad0230,
Captopril,captopril,c07e7f707174b1b760b00204079d097d,
Natamycin,natamycin,2b89df9a6b66b4e9c542e03d748b1fb4,
Quinacrine dihydrochloride,quinacrine dihydrochloride,c35dc12e444be61a420a6f0b5c7f6067,
Pentostatin,pentostatin,166b5282026f669c72ce675a5b932bd7,
LAMIVUDINE,lamivudine,f1793d9caa3481a18623baf094c0b265,
Raltegravir,raltegravir,6e93b1639360239c1229a5d3293a38ea,
Ici 182780 (fulvestrant),fulvestrant,cdaf4f086ef953dfbcc195e083a3acfc,
Cabergoline,cabergoline,ae2325b41c205c317b9e30698ddc5fc6,
Metolazone,metolazone,c1b9e6e2052a20e435bd3b29dd466cfd,
BEPRIDIL,bepridil,c345c39ea157528e39a6ec90eafd5754,
Reserpine,reserpine,b1d00c2a947bab23889d9c6e92f94c69,
Ofloxacin,ofloxacin,cb411f8e090d9d3f6b1a689bc118823b,
TIGECYCLINE,tigecycline,76ff8351ff284a18ae63332233dfc561,
Praziquantel,praziquantel,6a53260ff42e032223c64cc41cd0e195,
NOVOBIOCIN,novobiocin sodium,6a3fefde29151777bfa692d95a2d8418,
Ramelteon,ramelteon,e25a1c11949008da747088d606ee0938,
Tranylcypromine hydrochloride,tranylcypromine hydrochloride,3c30a76eee4a4df51caf6578ce38f5e6,
STREPTOZOCIN,streptozocin,318a00ad81b2c708432918aaef2e3890,
